cap1,cap2,ev,gt,video_id
"The person who is laying himself down on the ground is also the one who looks around the area, gazing up and to the right in a daze.",The person who is laying himself down on the ground is also the one who is repeatedly hitting the man wearing a yellow shirt across the face with the heavy package.,"[""Ev1"",""Ev2"",""Ev2""]",cap1,v_AMuVqFvM2Rs_seg_100_110
The person who is brushing his teeth in all directions is also the one who jumps upward.,The person who is brushing his teeth in all directions is also the one who takes a big swig of mouthwash from a jug.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_mdHpbI8Y7Oo_seg_145_155
"The person who talks to a man wearing a black hat to his right is also the one who looks around the room, bending near another man and scanning left and right.","The person who talks to a man wearing a black hat to his right is also the one who is staring ahead at something in front of him, while in a daze.","[""Ev1"",""Ev4"",""Ev4""]",cap1,v_a6DTqXLuu_c_seg_120_130
The person who is rolling his body over is also the one who is cleaning the chair.,"The person who is rolling his body over is also the one who is playing a game with his dog, laughing.","[""Ev1"",""Ev2"",""Ev2""]",cap2,v_zDQHwzF1n4U_seg_65_75
The person who waves his hand out the window to a man in sunglasses is also the one who is driving his car with blue seats down the road very seriously.,The person who waves his hand out the window to a man in sunglasses is also the one who is slowly driving a police car away from the building.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_JZtErr7VLKE_seg_85_95
The person who takes tense aim at the terrorist is also the one who is moving backwards.,The person who takes tense aim at the terrorist is also the one who is restraining the woman.,"[""Ev1"",""Ev5"",""Ev5""]",cap1,v_Jj6H6tJvRjU_seg_85_95
"The person who walks through the corridor, eating a snack is also the one who is being pulled by a man in a brown shirt as he walks into a room.","The person who walks through the corridor, eating a snack is also the one who is walking out of an office, clenching a paper.","[""Ev2"",""Ev4"",""Ev4""]",cap1,v_LTqaoTSCTc0_seg_80_90
The person who is slowly covering her ears is also the one who is listening interestingly to something.,The person who is slowly covering her ears is also the one who is slowly walking away.,"[""Ev2"",""Ev3"",""Ev3""]",cap1,v_bZq6Gv7rP0w_seg_65_75
The person who is giving money to a man in blue is also the one who is knocking on the door with his fist.,The person who is giving money to a man in blue is also the one who is closing the door casually.,"[""Ev1"",""Ev2"",""Ev2""]",cap2,v_JiI91igl180_seg_115_125
"The person who exits the car is also the one who strikes a pose, thumb out, to hitchhike.",The person who exits the car is also the one who stops her car.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_YXt8RmeU_AA_seg_55_65
"The person who is holding a shotgun is also the one who is holding the boy with short hair in front of his body to restrain him, while covering his face.","The person who is holding a shotgun is also the one who is talking to the child in a white t-shirt, staying very low to the ground.","[""Ev4"",""Ev5"",""Ev5""]",cap2,v_6lRIgVCdLP4_seg_75_85
"The person who is running towards the camera man in front of him, trying to back him away is also the one who is gesturing to the camera man to move back.","The person who is running towards the camera man in front of him, trying to back him away is also the one who is gesturing at the camera, making a peace sign.","[""Ev1"",""Ev2"",""Ev2""]",cap1,v_XxWjAkr7ujk_seg_90_100
The person who hits a man in a black jacket in the back of the head with a quick swing of her gun butt is also the one who walks slowly forward.,The person who hits a man in a black jacket in the back of the head with a quick swing of her gun butt is also the one who is carefully opening her red car.,"[""Ev1"",""Ev5"",""Ev5""]",cap1,v_b2IWTMJV2cE_seg_5_15
"The person who is pouring cereal from a box down into a bowl is also the one who is looking down at the countertop, standing with his hands on his hips.",The person who is pouring cereal from a box down into a bowl is also the one who opens a cabinet to look for something.,"[""Ev1"",""Ev5"",""Ev5""]",cap2,v_oZ-BCSM4O8g_seg_15_25
The person who walks slowly toward the window is also the one who is looking casually inside the room.,The person who walks slowly toward the window is also the one who is looking observingly out the window.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_iojZt-Ht4Nc_seg_80_90
The person who is slowly opening the door is also the one who enters the room in a living room.,The person who is slowly opening the door is also the one who is tossing his pants away after removing them.,"[""Ev3"",""Ev4"",""Ev4""]",cap1,v_bD8jQGwyuBU_seg_20_30
The person who quickly closes the phone booth door is also the one who is hoisting a gun up.,The person who quickly closes the phone booth door is also the one who is talking over the phone in a phone booth.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_4uaPFQxS6pU_seg_90_100
"The person who is walking towards a car, spraying water as he goes is also the one who is splashing water on a girl.","The person who is walking towards a car, spraying water as he goes is also the one who is performing a dance.","[""Ev2"",""Ev3"",""Ev3""]",cap1,v_NEc_n0W4ans_seg_115_125
The person who is speaking angrily to the man in black is also the one who is dragging himself forward in an attempt to escape.,The person who is speaking angrily to the man in black is also the one who is shooting forward at people in the distance with the gun.,"[""Ev3"",""Ev4"",""Ev4""]",cap1,v_y0DYykDLU0Y_seg_125_135
The person who is speaking over the phone to someone is also the one who is speaking to a blonde woman as she lowers her hand down.,The person who is speaking over the phone to someone is also the one who is turning around to speak to the woman.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_DIlHR2SWW9E_seg_110_120
"The person who is tapping the boy in a grey sweater on the back with his hand is also the one who is hugging a woman with dark hair, crying and sad.",The person who is tapping the boy in a grey sweater on the back with his hand is also the one who quickly hugs the woman with dark hair.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_PuvONUFArdI_seg_105_115
The person who quickly grabs an oxygen mask is also the one who looks intently ahead.,The person who quickly grabs an oxygen mask is also the one who is pointing forwards.,"[""Ev3"",""Ev5"",""Ev5""]",cap1,v_Zlqovh9U5v0_seg_80_90
The person who is shooting down at a man in a black jacket with a gun is also the one who turns her body to the left to approach the woman with long hair.,The person who is shooting down at a man in a black jacket with a gun is also the one who is carefully opening her red car.,"[""Ev2"",""Ev4"",""Ev4""]",cap1,v_b2IWTMJV2cE_seg_5_15
The person who is quickly descending the stairs is also the one who is running through the house to get away.,The person who is quickly descending the stairs is also the one who is praying.,"[""Ev1"",""Ev3"",""Ev3""]",cap1,v_evzxQrEfIG8_seg_85_95
The person who is fiddling with a phone is also the one who looks through the window while talking on the phone.,The person who is fiddling with a phone is also the one who is gently setting the baby in the crib.,"[""Ev1"",""Ev5"",""Ev5""]",cap1,v_B2zzhcU9f9U_seg_30_40
The person who opens the door with a kick is also the one who is stabbing the tire.,The person who opens the door with a kick is also the one who is removing her sunglasses from her eyes.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_1shru4620TE_seg_130_140
The person who is closing the door behind her is also the one who is removing the glasses from the face of the man in a tan robe.,The person who is closing the door behind her is also the one who smiles widely at the man in a tan robe.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_t8HQInlblys_seg_75_85
The person who is staring seductively at the man in the black jacket is also the one who nods nervously.,The person who is staring seductively at the man in the black jacket is also the one who quickly throws books off the desk to the floor.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_j6IS8ftaiKg_seg_55_65
The person who turns herself around to get something is also the one who is searching the record sleeve for something.,The person who turns herself around to get something is also the one who nods her head in agreement.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_WVed9LPelUw_seg_35_45
The person who is smiling happily at a man is also the one who is insisting on something.,The person who is smiling happily at a man is also the one who exits the car.,"[""Ev1"",""Ev2"",""Ev2""]",cap1,v_H46x8fD7WzE_seg_15_25
The person who is stooping over is also the one who is slowly adjusting his clothes.,The person who is stooping over is also the one who is strolling towards the door.,"[""Ev3"",""Ev5"",""Ev5""]",cap1,v_N7W2F1GcD-A_seg_120_130
The person who nods while showing a woman a picture of a man is also the one who gestures towards a woman with her hair tied in a bun.,The person who nods while showing a woman a picture of a man is also the one who sighs while listening to the man.,"[""Ev2"",""Ev3"",""Ev3""]",cap1,v_gK06H6EpKP4_seg_70_80
"The person who talks to the person standing behind him, pointing a finger as he speaks is also the one who looks ahead, thinking, without focusing on anything in particular.","The person who talks to the person standing behind him, pointing a finger as he speaks is also the one who is talking on the phone.","[""Ev1"",""Ev3"",""Ev3""]",cap1,v_74256F5BtiI_seg_110_120
The person who is staring exhaustively and directly at an older man is also the one who is reaching down with his arm to find a seat.,The person who is staring exhaustively and directly at an older man is also the one who is breathing deeply.,"[""Ev4"",""Ev5"",""Ev5""]",cap1,v_pvni4Q-Xh7k_seg_40_50
The person who turns his head down towards the woman in bed is also the one who is kissing the woman in bed slowly.,The person who turns his head down towards the woman in bed is also the one who is opening his eyes surprisingly.,"[""Ev1"",""Ev3"",""Ev3""]",cap1,v_K58cPYCTiPM_seg_120_130
"The person who grabs the plates on the prep counter, turning and looking upset is also the one who gives a paper to a man in a brown jacket.","The person who grabs the plates on the prep counter, turning and looking upset is also the one who is looking down at the paper, looking upset.","[""Ev1"",""Ev3"",""Ev3""]",cap1,v_09iu9EiAtKA_seg_15_25
The person who walks with a smile towards the man with sideburns is also the one who is grabbing her coat with two hands.,The person who walks with a smile towards the man with sideburns is also the one who gestures at a man with sideburns.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_7Zx5tpFmv9M_seg_110_120
The person who grabs the blanket that's on his body to get out of bed is also the one who is watching the miniplane with an annoyed expression.,The person who grabs the blanket that's on his body to get out of bed is also the one who is driving the miniplane along the roof in an attempt to fly away.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_5lqvuMwYODI_seg_105_115
The person who exits the trailer's door is also the one who is apologizing.,The person who exits the trailer's door is also the one who talks to the women while looking at one of them.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_KBfD-4BCMR0_seg_5_15
The person who is writing numbers on a paper is also the one who is talking to other chefs.,The person who is writing numbers on a paper is also the one who is eating sushi.,"[""Ev3"",""Ev4"",""Ev4""]",cap1,v_XYwGKDK87DI_seg_20_30
"The person who is carrying plates around the center counter, apparently intending to walk out of the room is also the one who is looking down at the paper, looking upset.","The person who is carrying plates around the center counter, apparently intending to walk out of the room is also the one who gives a paper to a man in a brown jacket.","[""Ev2"",""Ev3"",""Ev3""]",cap2,v_09iu9EiAtKA_seg_15_25
The person who is casually setting a kettle on the table is also the one who is having a conversational talk with a woman by the fire.,The person who is casually setting a kettle on the table is also the one who is looking focused towards the fire.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_ZruKu2N6nQw_seg_65_75
The person who is walking slowly toward the sidewalk is also the one who is slowly entering the car.,The person who is walking slowly toward the sidewalk is also the one who speaks harshly to a blonde woman.,"[""Ev2"",""Ev4"",""Ev4""]",cap2,v_FZ65jfSwpAk_seg_90_100
The person who stares curiously forwards is also the one who is entering the doorway carefully.,The person who stares curiously forwards is also the one who is gesturing.,"[""Ev2"",""Ev4"",""Ev4""]",cap1,v_u1Dxy8jBmYE_seg_0_10
The person who leans forward to sit down is also the one who is sleeping peacefully next to the window.,The person who leans forward to sit down is also the one who is watching a large duck attentively.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_VUChuDMVqvY_seg_115_125
"The person who is locking a revolving door in front of him, with a man in a white suit trapped inside is also the one who is pushing the revolving door ahead of him.","The person who is locking a revolving door in front of him, with a man in a white suit trapped inside is also the one who aims his gun at a man in a white suit.","[""Ev3"",""Ev4"",""Ev4""]",cap2,v_1CDlBLvc3YE_seg_25_35
The person who leans over the woman in a black coat to see the patient is also the one who is walking casually towards the man in a white coat.,The person who leans over the woman in a black coat to see the patient is also the one who is slowly closing the door.,"[""Ev3"",""Ev4"",""Ev4""]",cap1,v_9D5WsQNIAcE_seg_50_60
The person who kicks a bald man in the chest is also the one who is leaving the room.,The person who kicks a bald man in the chest is also the one who ducks down.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_ORrQKFliVLM_seg_10_20
The person who quickly grabs a rifle on the stock is also the one who is flipping his own body towards the floor.,The person who quickly grabs a rifle on the stock is also the one who is taking aim at a man in a grey coat in a threatened manner.,"[""Ev3"",""Ev4"",""Ev4""]",cap2,v_IZQFJ6hZNJc_seg_75_85
The person who is brushing the curtains aside is also the one who is gesturing.,The person who is brushing the curtains aside is also the one who is entering the doorway carefully.,"[""Ev1"",""Ev4"",""Ev4""]",cap2,v_u1Dxy8jBmYE_seg_0_10
The person who nods while smiling is also the one who blinks his eyes down in frustration.,"The person who nods while smiling is also the one who is kissing a man sitting wearing a gray shirt on the mouth, holding his face.","[""Ev2"",""Ev5"",""Ev5""]",cap1,v_8391icf7iLk_seg_110_120
The person who looks down at her phone as she dials a number is also the one who is gently setting the baby in the crib.,The person who looks down at her phone as she dials a number is also the one who looks through the window while talking on the phone.,"[""Ev2"",""Ev5"",""Ev5""]",cap2,v_B2zzhcU9f9U_seg_30_40
The person who is taking aim at the water expectantly is also the one who is shifting the curly haired guy towards the rope.,The person who is taking aim at the water expectantly is also the one who is yelling at the curly haired guy.,"[""Ev1"",""Ev4"",""Ev4""]",cap2,v_CwdGYMM2bHM_seg_110_120
The person who is running forward many feet to intervene in a fight is also the one who is speaking angrily to the man with red hair.,The person who is running forward many feet to intervene in a fight is also the one who is dragging a woman with long hair back in an effort to help her.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_hw8D5KSx5p4_seg_45_55
The person who is pulling a knife out of its sheath is also the one who looks ahead solemnly.,The person who is pulling a knife out of its sheath is also the one who is dragging the woman in white across.,"[""Ev2"",""Ev4"",""Ev4""]",cap1,v_usmBCn2WxYU_seg_60_70
The person who is walking purposefully towards a woman is also the one who is staring sternly at a woman on the screen.,The person who is walking purposefully towards a woman is also the one who grabs the door firmly.,"[""Ev4"",""Ev5"",""Ev5""]",cap1,v_u3XXKF0oDtU_seg_80_90
The person who hurriedly grabs a phone is also the one who is opening the door in an unconcerned manner.,The person who hurriedly grabs a phone is also the one who is knocking on the door with his fist.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_jJ8rgMkWFWA_seg_55_65
The person who leans ahead to get up is also the one who walks towards the woman with his hands in his pockets.,The person who leans ahead to get up is also the one who is smoking a cigarette.,"[""Ev3"",""Ev5"",""Ev5""]",cap1,v_GKh4VG9YQ1Q_seg_10_20
The person who is shouting to a woman with long hair is also the one who is running forward many feet to intervene in a fight.,The person who is shouting to a woman with long hair is also the one who is pulling the girl in a short sleeve shirt away from the victim by her arm.,"[""Ev2"",""Ev4"",""Ev4""]",cap2,v_hw8D5KSx5p4_seg_45_55
The person who looks quickly to the left is also the one who is walking forward carefully.,The person who looks quickly to the left is also the one who is covering the peep hole.,"[""Ev1"",""Ev2"",""Ev2""]",cap1,v_WzBS3IIb-vg_seg_30_40
The person who rudely tosses a package onto the desk is also the one who is turning the guy in a red shirt around so he can leave.,The person who rudely tosses a package onto the desk is also the one who aims a gun at the man in a brown coat.,"[""Ev3"",""Ev4"",""Ev4""]",cap2,v_9LglzW3HFyg_seg_30_40
The person who is coughing is also the one who grabs the rope to look at it.,"The person who is coughing is also the one who looks up, trying to catch his breath.","[""Ev4"",""Ev5"",""Ev5""]",cap2,v_TMe71Lvy1lA_seg_20_30
The person who is shaking its head while walking forward is also the one who is tossing its coat to its side.,The person who is shaking its head while walking forward is also the one who is setting a plate on a shelf while walking forward.,"[""Ev3"",""Ev4"",""Ev4""]",cap1,v_5ZXyC0SDHNw_seg_55_65
The person who points at the man ahead is also the one who wipes her lips with her hand in front of her mouth.,"The person who points at the man ahead is also the one who is staring down at the ground, trying to avert her eyes.","[""Ev3"",""Ev4"",""Ev4""]",cap1,v_FE8xpnLMZlU_seg_60_70
The person who kneels down next to the man in pain on the ground is also the one who is screaming in pain.,The person who kneels down next to the man in pain on the ground is also the one who is speaking to the blonde-haired man on the ground in a taunting manner.,"[""Ev4"",""Ev5"",""Ev5""]",cap2,v_5paBdZiLhqQ_seg_100_110
The person who turns her body to the left to approach the woman with long hair is also the one who walks slowly forward.,The person who turns her body to the left to approach the woman with long hair is also the one who is carefully opening her red car.,"[""Ev4"",""Ev5"",""Ev5""]",cap1,v_b2IWTMJV2cE_seg_5_15
The person who looks casually up at a boy in a blue t-shirt is also the one who is looking down at the vehicle slowly.,The person who looks casually up at a boy in a blue t-shirt is also the one who looks slowly down at the ground.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_zz0w0KDwhWg_seg_65_75
The person who releases his grip on the older man's throat is also the one who is breathing deeply.,The person who releases his grip on the older man's throat is also the one who is reaching down with his arm to find a seat.,"[""Ev2"",""Ev5"",""Ev5""]",cap2,v_pvni4Q-Xh7k_seg_40_50
The person who winces is also the one who is jumping.,The person who winces is also the one who grabs the king.,"[""Ev4"",""Ev5"",""Ev5""]",cap2,v_zCLyLBrugD0_seg_115_125
The person who jumps up towards the table is also the one who is throwing a black object across the room in desperation.,The person who jumps up towards the table is also the one who is pushing a table down with his paw.,"[""Ev2"",""Ev3"",""Ev3""]",cap2,v_RWYM4Npp9rI_seg_40_50
The person who walks to a shelf of records to retrieve one is also the one who nods her head in agreement.,The person who walks to a shelf of records to retrieve one is also the one who is searching the record sleeve for something.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_WVed9LPelUw_seg_35_45
The person who is driving his car down the highway while talking on the phone is also the one who is speaking over the phone to a woman.,"The person who is driving his car down the highway while talking on the phone is also the one who is nodding, moving his head up and down.","[""Ev1"",""Ev2"",""Ev2""]",cap1,v_1YrG1iLwEWk_seg_5_15
"The person who is shaking a hose to spray water is also the one who is walking towards a car, spraying water as he goes.",The person who is shaking a hose to spray water is also the one who is performing a dance.,"[""Ev1"",""Ev2"",""Ev2""]",cap1,v_NEc_n0W4ans_seg_115_125
The person who is aiming his rifle at a man with black hair is also the one who is pointing at the man in black coat in front of him.,The person who is aiming his rifle at a man with black hair is also the one who is reloading his rifle.,"[""Ev1"",""Ev4"",""Ev4""]",cap2,v_6lRIgVCdLP4_seg_140_150
The person who walks around the car in an attempt to get away from the man is also the one who stops her car.,"The person who walks around the car in an attempt to get away from the man is also the one who strikes a pose, thumb out, to hitchhike.","[""Ev3"",""Ev5"",""Ev5""]",cap2,v_YXt8RmeU_AA_seg_55_65
The person who walks with interest is also the one who is reading a book.,The person who walks with interest is also the one who is hitting the wall with a box.,"[""Ev2"",""Ev5"",""Ev5""]",cap2,v_i-VeLFEMeko_seg_85_95
The person who grabs the blanket that's on his body to get out of bed is also the one who is charging after the miniplane.,The person who grabs the blanket that's on his body to get out of bed is also the one who is driving the miniplane along the roof in an attempt to fly away.,"[""Ev2"",""Ev4"",""Ev4""]",cap1,v_5lqvuMwYODI_seg_105_115
"The person who is tossing the box behind him, apparently to throw it away is also the one who peers down at the counters, looking for something.","The person who is tossing the box behind him, apparently to throw it away is also the one who is looking down at the countertop, standing with his hands on his hips.","[""Ev3"",""Ev4"",""Ev4""]",cap1,v_oZ-BCSM4O8g_seg_15_25
"The person who is gesturing to the camera man to move back is also the one who is talking to the camera man, holding a gun, right in front of him.","The person who is gesturing to the camera man to move back is also the one who is gesturing at the camera, making a peace sign.","[""Ev2"",""Ev4"",""Ev4""]",cap1,v_XxWjAkr7ujk_seg_90_100
"The person who is shaking his head, looking confused is also the one who is charging after the miniplane.","The person who is shaking his head, looking confused is also the one who is driving the miniplane along the roof in an attempt to fly away.","[""Ev1"",""Ev4"",""Ev4""]",cap1,v_5lqvuMwYODI_seg_105_115
"The person who kicks the boy in a striped shirt quickly, sending him ahead of him is also the one who speaks to someone nearby while leaning towards the shelf.","The person who kicks the boy in a striped shirt quickly, sending him ahead of him is also the one who is tapping the buttons on the cash register with his hand.","[""Ev2"",""Ev4"",""Ev4""]",cap1,v_cnM9pdjp5o4_seg_55_65
The person who enters the doorway casually is also the one who walks forward while reading.,The person who enters the doorway casually is also the one who is turning the man in a long sleeved shirt around so he can look.,"[""Ev2"",""Ev4"",""Ev4""]",cap1,v_h5dCFGJp__0_seg_15_25
"The person who is walking towards the man in a black suit, carrying a large shopping bag is also the one who is walking down the street, carrying equipment.","The person who is walking towards the man in a black suit, carrying a large shopping bag is also the one who speaks to the man in a black suit, gesturing with his hand.","[""Ev3"",""Ev4"",""Ev4""]",cap2,v__-jXE-VvZqw_seg_40_50
The person who shoots a gun forward at a woman in a black jacket is also the one who quickly opens the glove compartment.,The person who shoots a gun forward at a woman in a black jacket is also the one who grabs the gun from the man with the ponytail with a forceful pull.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_jCSsP6ooQf8_seg_140_150
"The person who is shaking his head, looking confused is also the one who grabs the blanket that's on his body to get out of bed.","The person who is shaking his head, looking confused is also the one who is driving the miniplane along the roof in an attempt to fly away.","[""Ev1"",""Ev2"",""Ev2""]",cap1,v_5lqvuMwYODI_seg_105_115
"The person who is thinking to himself, fondling the envelope as he does so is also the one who is walking awkwardly towards a car with someone.","The person who is thinking to himself, fondling the envelope as he does so is also the one who aims his shotgun at the man and woman.","[""Ev2"",""Ev5"",""Ev5""]",cap2,v_-vE1JNGKvxQ_seg_15_25
The person who is walking upstairs is also the one who is pushing the revolving door ahead of him.,The person who is walking upstairs is also the one who aims his gun at a man in a white suit.,"[""Ev1"",""Ev4"",""Ev4""]",cap2,v_1CDlBLvc3YE_seg_25_35
"The person who walks into the room with caution is also the one who is talking calmly to a joker, careful not to make him mad.",The person who walks into the room with caution is also the one who is slowly lowering the gun down to the floor.,"[""Ev1"",""Ev3"",""Ev3""]",cap1,v_Q0IHL6WGFY0_seg_5_15
The person who grabs the blond boy in uniform by the head to push him down is also the one who is looking curiously at the boys at the counter in front of him.,The person who grabs the blond boy in uniform by the head to push him down is also the one who walks away from a blond boy in uniform after giving him a hat.,"[""Ev1"",""Ev3"",""Ev3""]",cap2,v_R9goLghpPBg_seg_35_45
The person who is smoking a cigarette is also the one who is sipping a drink from a cup.,The person who is smoking a cigarette is also the one who speaks with amusement to the man with a tie.,"[""Ev2"",""Ev4"",""Ev4""]",cap2,v_XPUqjed6k4s_seg_0_10
The person who stops the elevator doors from closing is also the one who is talking to the man in the tie in a concerned manner.,The person who stops the elevator doors from closing is also the one who looks questioning to the side of the elevator.,"[""Ev4"",""Ev5"",""Ev5""]",cap2,v_A3xuABrdKis_seg_35_45
The person who is yelling to a girl in red is also the one who is twirling his body.,The person who is yelling to a girl in red is also the one who is walking quickly towards a girl.,"[""Ev2"",""Ev5"",""Ev5""]",cap2,v_BzeKxlcKil4_seg_95_105
"The person who looks outside to his side, brandishing a shotgun is also the one who is walking awkwardly towards a car with someone.","The person who looks outside to his side, brandishing a shotgun is also the one who aims his shotgun at the man and woman.","[""Ev4"",""Ev5"",""Ev5""]",cap2,v_-vE1JNGKvxQ_seg_15_25
The person who is listening interestingly to something is also the one who is slowly walking away.,The person who is listening interestingly to something is also the one who is writing something.,"[""Ev3"",""Ev4"",""Ev4""]",cap2,v_bZq6Gv7rP0w_seg_65_75
The person who is talking face to face to a housekeeper is also the one who is spraying cleaner in his own face.,The person who is talking face to face to a housekeeper is also the one who is wiping his face down with his hand.,"[""Ev1"",""Ev4"",""Ev4""]",cap2,v_--ifbq2xY6I_seg_150_160
The person who shoots the boy in a gray shirt pointblank through the chest is also the one who pauses because of fear.,The person who shoots the boy in a gray shirt pointblank through the chest is also the one who walks forward casually.,"[""Ev3"",""Ev5"",""Ev5""]",cap2,v_IFVWE5XHflo_seg_125_135
"The person who is smiling at a man with black hair, watching him on a tv is also the one who is pointing towards the camera at the audience.","The person who is smiling at a man with black hair, watching him on a tv is also the one who is speaking to the girl in response to her.","[""Ev2"",""Ev5"",""Ev5""]",cap2,v_qFL0bfzriR0_seg_40_50
The person who is greeting a man wearing a black hat is also the one who is strutting around.,The person who is greeting a man wearing a black hat is also the one who is smiling friendly at a woman in a purple shirt.,"[""Ev1"",""Ev5"",""Ev5""]",cap1,v_bt6-F11LZsQ_seg_25_35
The person who is leaping up and forward to travel over them is also the one who is swinging forward from a roped web.,The person who is leaping up and forward to travel over them is also the one who is cycling forward.,"[""Ev1"",""Ev5"",""Ev5""]",cap1,v_r8-BFx3xFJ4_seg_55_65
The person who gestures towards a woman in a purple shirt is also the one who gestures at the man in a plaid shirt.,The person who gestures towards a woman in a purple shirt is also the one who glances quickly across the room at the other people talking.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_mSD3SFHaqwg_seg_15_25
The person who is brushing the curtains aside is also the one who is gesturing.,The person who is brushing the curtains aside is also the one who is walking forwards carefully.,"[""Ev1"",""Ev5"",""Ev5""]",cap2,v_u1Dxy8jBmYE_seg_0_10
The person who is reaching forward with his hand to stop the elevator door is also the one who is staring puzzled at a man in a blue jacket.,The person who is reaching forward with his hand to stop the elevator door is also the one who shouts to a man in red.,"[""Ev4"",""Ev5"",""Ev5""]",cap2,v_9LglzW3HFyg_seg_50_60
The person who releases his grip on the older man's throat is also the one who is breathing deeply.,The person who releases his grip on the older man's throat is also the one who is staring exhaustively and directly at an older man.,"[""Ev2"",""Ev4"",""Ev4""]",cap2,v_pvni4Q-Xh7k_seg_40_50
"The person who claps his hands is also the one who and the other in a white shirt, are dancing together.",The person who claps his hands is also the one who jumps off the wall.,"[""Ev2"",""Ev5"",""Ev5""]",cap1,v_iYf3nqYQXDI_seg_120_130
