cap1,cap2,ev,gt,video_id
"In a building, the man in a light colored suit is opening the door casually.","In a building, a girl wearing black opens the door casually.",Ev3,cap2,v_shO2tSVK0IU_seg_60_70
"Outside a guarded home, a man in a white shirt casually throws a gun at a man in a black jacket and pants.","Outside a guarded home, the backup dancers are casually throwing a gun at the man in a black jacket and pants.",Ev3,cap1,v_i3yO0OagpNY_seg_70_80
A man is hitting the ball with his right hand in the air.,A man in a striped shirt is hitting the ball in the air with his right hand.,Ev3,cap2,v_LbPm19yBPis_seg_85_95
"In a bathroom, the man with black hair slowly touches his face with his hand.","In the bathroom, the old man in glasses is touching his face slowly with his hand.",Ev2,cap1,v_jJ8rgMkWFWA_seg_100_110
"In a pool, the girl in the red dress waves her hand up to greet the girl in the blue shirt.","In a pool, the man with grey hair is waving his hand up at the girl in the blue shirt.",Ev1,cap1,v_gCE5175IkoY_seg_145_155
"On the side of a mountain, the woman looks up at the woman with short hair with concern.","On the side of a mountain, the man in a grey shirt looks up at the woman with short hair with concern.",Ev3,cap2,v_Q0gx_D--iDw_seg_65_75
A lady in a dark jacket is holding her jacket up in her hands with two hands.,The man in suit is holding his jacket up with both hands.,Ev4,cap2,v_xvQLAg16ZD0_seg_25_35
"In a room, the man with short curly hair is turning around to walk to a chair.","In a room, a woman turns herself around to walk to a chair.",Ev3,cap2,v_4ak8huhsVKc_seg_45_55
"Outside a motel, the woman in the rainbow dress is running down the walkway towards the motel room to reach it.","Outside a motel, a kid in a brown shirt is running down the walkway to reach the motel room.",Ev3,cap2,v_xMuWufwEZiA_seg_0_10
"In the ocean, a fish with a yellow buoy attached swims forward through the water.","In the ocean, the man in black is swimming forward through the water.",Ev1,cap1,v_CwdGYMM2bHM_seg_150_160
"In a surgery room, the man with glasses is touching the naked man.","In a surgery room, a woman in a white coat is touching a naked man.",Ev4,cap2,v_uL1Q5YZ0Ejc_seg_100_110
"On the roof of the building, the man in the tan shirt is talking to the man in the orange gown while gesturing.","On the roof of a building, a man in an off-white shirt is talking to a man in an orange gown, gesturing as he speaks.",Ev2,cap2,v_hqslb1FVoQQ_seg_70_80
"At the sea shore, a boy with a brown jacket and blue hat is walking forward unsteadily.","On the sea shore, the boy in black walks forward unsteadily.",Ev4,cap2,v_YlF1gLpUZp8_seg_5_15
"In a hospital, a distraught kneeling man in a green shirt covers his mouth.","In a hospital, the bald man is covering his mouth in a distraught manner.",Ev5,cap1,v_Aedxe7JThh8_seg_35_45
"A man grabs another man from behind, seizing him by the collar.",A woman with a towel on her head grabs another man from behind by the collar.,Ev5,cap1,v_3_dGBLwXBIE_seg_30_40
A woman is carrying a bag by the roadside.,A man wearing a white shirt is carrying a bag by the roadside.,Ev5,cap1,v_xWpMF_EFqyc_seg_100_110
"Inside a house, the woman wearing a gray sweater walks forward, setting down her handbag.","Inside a house, a woman wearing a hat walks forward, setting down her handbag.",Ev5,cap2,v_cEJhVm0TJUQ_seg_0_10
"In a phone booth, the woman in purple is looking angrily at the man in black suit.","In a phone booth, the man in the red shirt looks angrily forward at the man in the black suit.",Ev3,cap2,v_BuwF3dRJiS8_seg_100_110
"On the street, a man in a suit looks out of the window.","On the street, the woman is looking out of the window.",Ev1,cap1,v_CaHL7bVTtQQ_seg_0_10
"In the front yard of a home, the boy in white is pushing him down aggressively.","In the front yard of a home, a man in yellow and black is aggressively pushing a man in a tan suit down.",Ev2,cap2,v_BFeuE0wAHnI_seg_90_100
"In a house, an old man with glasses is rushing to open the door.","In a house, a man with a mustache is rushing to open the door.",Ev1,cap2,v_i3yO0OagpNY_seg_115_125
"In the fort, a man in a white hat is running past the wall, away from a man in a brown hat, in order to find a good place to aim from.","In a fort, the man in a black vest is running past the wall, away from the man in a brown hat, to find a good place to aim from.",Ev1,cap1,v_i3yO0OagpNY_seg_5_15
"On the bridge, the grey-haired man jumps upwards.","On a bridge, the man with no shirt jumps upwards.",Ev4,cap2,v_cH80fIW-mrc_seg_70_80
"In a vet office, the man in glasses is restraining the dog from moving.","In a vet office, a man in a jumpsuit is restraining the dog from moving.",Ev5,cap2,v_RWYM4Npp9rI_seg_100_110
"In a hospital, a woman wearing a green top is shouting.","In a hospital, the man with dark hair is shouting.",Ev3,cap1,v_plqzeUB9B-w_seg_15_25
"In the lobby, the firemen are running to the right on the floor to reach the door.","In the lobby, the security guard is running right across the floor towards the door.",Ev1,cap2,v_RehVwEopIQ4_seg_35_45
"In an apartment hallway, a man in a t-shirt is explaining something.","In an apartment hallway, the woman with curly hair is explaining something.",Ev3,cap1,v_0mmSi-63Y9U_seg_95_105
"In a storage room, a man with sunglasses shoots the boy in a gray shirt pointblank through the chest.","In the storage room, the man in the white shirt shoots the boy in the gray shirt pointblank through the chest.",Ev3,cap1,v_IFVWE5XHflo_seg_125_135
"At the front door, the man in a blue shirt is exiting.","At the front door, pole guy is exiting through the door.",Ev4,cap1,v_G3qOB7PGBXE_seg_30_40
"Outside, the man in the tan coat is leaving the guy in green.",A guy in black is leaving a guy in green outside.,Ev4,cap2,v_IFVWE5XHflo_seg_150_160
"In an office, a dark-skinned man with gray hair is lifting the teapot up off the table and over the tea cup as he pours the tea.","In an office, the man in a black suit lifts the teapot up off the table and over the tea cup as he pours the tea.",Ev4,cap2,v_9VLcxXz-0w4_seg_25_35
The flaming skull person is closing the door behind him while holding a chicken in his mouth.,"Holding a chicken in his mouth, the man with dark hair is closing the door behind him.",Ev3,cap2,v_7HHCL1eRdVo_seg_70_80
"In a hospital, the man in a striped shirt stumbles next to the bed.","In a hospital, a woman with red hair stumbles next to the bed.",Ev3,cap2,v_lsgl848rea8_seg_70_80
"In a kitchen, the boy in the blue shirt is drinking water slowly from a glass.","In a kitchen, the bald man is drinking water slowly from a glass.",Ev3,cap2,v_8nOx6uj46XQ_seg_55_65
"In a snowy field surrounded by mountains, a woman in black with long black hair is running across the snowy field towards a man with a black and red cape.","In a snowy field surrounded by mountains, a man with a black robe is running across the snowy field towards the man with a black and red cape.",Ev1,cap1,v_cP7WEGuVwig_seg_70_80
"In a car, the woman is pointing towards the camera at the audience.","In a car, the man with black hair is pointing towards the camera at the audience.",Ev3,cap2,v_qFL0bfzriR0_seg_40_50
"Inside a house, the man with a beard is exiting the room.","Inside a house, the man holding a flashlight exits the room.",Ev3,cap1,v_mCbY7cAv7r8_seg_115_125
"Next to a limousine in a deserted lot, the woman with a pink bow in her hair is speaking while raising a gun in the air.","Next to a limo in a deserted lot, the man holding a gun speaks while raising it in the air.",Ev5,cap2,v_nDTVpRRoqcw_seg_15_25
"In a snowy field surrounded by mountains, a man with a white beard catches the woman in black with long black hair as she is thrown by a man with a black and red cape.","In a snowy field surrounded by mountains, a man in dark clothes without a cape catches a woman in black with long black hair, who is being thrown or handed to him by a man wearing a black and red cape.",Ev4,cap2,v_cP7WEGuVwig_seg_70_80
"In a house, a woman is rummaging through a drawer.","In a house, a man in a white shirt is rummaging through a drawer.",Ev5,cap1,v_q6j_0vS_NNM_seg_175_185
"In the bathroom, a woman with black hair is talking face to face to a guy in a green jacket.","In the bathroom, the guy with blond hair and a black shirt is talking face to face to the guy in a green jacket.",Ev1,cap1,v_d2vcACp2hNw_seg_105_115
"In a fort, a man in a white hat throws a knife to kill the guard on the left.","In a fort, red jacket guy is throwing a knife to kill the guard on the left.",Ev4,cap1,v_i3yO0OagpNY_seg_5_15
"In a house, the blue jeans girl is backing away.","In a house, the man in a green t-shirt is backing away from the blue jeans girl, moving her backwards.",Ev2,cap1,v_A63kIf5CfgE_seg_70_80
"In a house, a woman in blue pants walks down a hallway while holding a bag.","In a house, the woman in a pink shirt is walking down a hallway while holding a bag.",Ev1,cap1,v_Mkkd7taPqEY_seg_0_10
"On the staircase, the man with long dark hair is rolling himself down.","On a staircase, a man in a hat is rolling himself down.",Ev2,cap2,v_1CDlBLvc3YE_seg_55_65
"On the street, a woman in a white tank top is stooping to pick something up.","On the street, the guy stoops to pick something up.",Ev1,cap2,v_ZKuscOD0LOM_seg_45_55
"Outside a building, the woman in black clothes is backing herself backwards.","Outside a building, the man with an afro is moving himself backwards.",Ev3,cap2,v_LepvQqFvoWc_seg_115_125
"In the desert, a man with a gun is watching a woman in black, frozen in place.","In the desert, a man wearing a skirt is watching the woman in black without moving.",Ev3,cap1,v_6J-PhFYNbOU_seg_25_35
"Outside a home, a man in a brown coat is proudly showing off a woman with short hair, as if to a picture.","Outside a home, the man in black is showing a picture of the woman with short hair.",Ev3,cap1,v_qFL0bfzriR0_seg_5_15
"Inside a shop, a soldier is turning himself around to run out.","Inside a shop, the man in a red shirt turns himself around to prepare to run out.",Ev4,cap2,v_96dlvQbYEds_seg_35_45
"On a hillside, a creature is looking threateningly at the man with short hair standing in front of him.","On the hillside, the man is looking threateningly at the man with short hair in front of him.",Ev3,cap1,v_o4ARk91_ptU_seg_85_95
"In a store room, the man in a white shirt quickly opens the door.","In a store room, the woman in black clothes is opening the door quickly.",Ev5,cap1,v_V9K9m155U2E_seg_95_105
"In a room, a woman with long hair is entering the doorway curiously.","In a room, the man in blue is entering the doorway curiously.",Ev4,cap2,v_WsgkiKu7AO8_seg_15_25
A man is hitting a woman violently in the face with a guitar.,The woman in black is hitting the woman violently on the face with a guitar.,Ev2,cap1,v_1shru4620TE_seg_60_70
The men with guns are checking his feet down.,A naked man is checking his feet down.,Ev3,cap2,v_1Ltz-vQPqgo_seg_45_55
"On top of trees, the man in a black coat is swinging the tree branches swiftly toward each other.","On top of trees, a man in white and a woman in white are swiftly swinging tree branches towards each other.",Ev1,cap2,v_KXIJv1NoXmo_seg_35_45
"In a living room, a man in a dark shirt is speaking to a man with a black hat while they sit on a couch.","In a living room, the girl in pink is speaking to him while sitting on a couch.",Ev4,cap1,v_oTd-6xia-xY_seg_220_230
"In an alley, the boy with dark brown hair is undressing.","In an alley, the man in a black suit is undressing himself.",Ev2,cap1,v_r8-BFx3xFJ4_seg_15_25
"In a driveway, the man in white is running forward.","In a driveway, a man in a black jacket is running forward.",Ev5,cap1,v_5otacrrli04_seg_10_20
"From the stairs, the man in a suit is grabbing his coat with two hands.",A man with sideburns grabs his coat with two hands from the stairs.,Ev1,cap2,v_7Zx5tpFmv9M_seg_110_120
The man in cap is hiding himself behind the wall next to the window.,The man with dark hair is hiding behind the wall next to the window.,Ev5,cap2,v_MD9AvOexMWY_seg_50_60
"In the forest, the man in a robe is speaking to the young woman with long brown hair while pointing a gun at her.","In the forest, the blonde man is speaking to the young woman with long brown hair, pointing a gun at her.",Ev5,cap2,v_p1tcs_fTz8k_seg_0_10
"In a house, collared shirt guy is talking casually to the woman by the fire.","In a house, the brunette man is talking casually to the woman by the fire.",Ev3,cap1,v_ZruKu2N6nQw_seg_65_75
"Outside a vehicle, a man in a tank top is explaining.","Outside of a vehicle, the man in a brown coat is explaining something.",Ev2,cap1,v_D-9zx3m6lLU_seg_25_35
"After trying to switch the lights on, a woman with long hair walks into the house.","Inside the house, a man with dark hair walks into the house after trying to switch the lights on.",Ev5,cap1,v_sOgO4lPPK1U_seg_0_10
"In a room, a man wearing glasses is prohibiting a man in a green shirt.","In a room, a man in a tan suit is prohibiting a man in a green shirt.",Ev5,cap2,v_Q1MHXYx2820_seg_65_75
"In the building, the girl in the red shirt is running forward through the building, searching.","In a building, men with guns are running forward to search the building.",Ev3,cap2,v_DbqqjC92PP4_seg_45_55
"In a building, the man in a black coat is eating a bar.","In a building, a man in a white shirt is eating a bar.",Ev5,cap2,v_XPUqjed6k4s_seg_40_50
"In a car, a man with short brown hair is yelling at a woman with wavy hair.","In the car, the man in a red sleeveless shirt is yelling at the woman with wavy hair.",Ev2,cap1,v_wwxjFuoLYzQ_seg_135_145
"Outside the building, the duck is entering the door to go inside.","Outside the building, a woman in blue is entering the door to go inside.",Ev1,cap2,v_PhXFRRVBKus_seg_15_25
"Outside in the rain, the man in a robe is looking worriedly down at the ground.","Outside in the rain, a man in a cap looks down worriedly at the ground.",Ev1,cap2,v_elvtIj_sPwU_seg_15_25
"Above a stream, a man wearing a khaki shirt is yelling to a man wearing a black hat.","Above a stream, the man in a light-colored suit is yelling at the man wearing a black hat.",Ev2,cap1,v_a6DTqXLuu_c_seg_120_130
"From a balcony of a castle, a man in a green coat peeks down.","In the balcony of a castle, the dancers are peeking down.",Ev3,cap1,v_Tsk9gCcchg8_seg_90_100
"On a balcony, the man in black suit adjusts the shirt collar with one hand.","On a balcony, the second firefighter is adjusting his shirt collar with one hand.",Ev3,cap1,v_kEnK0ZdMThc_seg_0_10
"In an office, a man in a suit looks toward the door at a boy in a tank top.","In an office, the woman with brown hair is looking at the boy in a tank top, who is heading toward the door.",Ev3,cap1,v_PSe5x7y-kVY_seg_30_40
"In a kitchen, a shirtless man looks upset and annoyed as he looks at an old woman in a brown vest who is heading to the kitchen cabinet.","In the kitchen, the dark-haired man in a black shirt looks upset and annoyed at the old woman in a brown vest as she approaches the kitchen cabinet.",Ev2,cap2,v_1cCEE8-jhus_seg_10_20
"On a boat, the man in a black robe is watching the kids on the screen.","On a boat, white shirt guy is watching the kids on the screen.",Ev2,cap2,v_gNT4N5W81Hc_seg_60_70
"On the stage, the woman in a white shirt and sweater is playing music on a guitar while focusing.","On the stage, the man in grey is playing music on a guitar, focusing intently.",Ev4,cap2,v_TYJXBdLgPks_seg_220_230
"Indoors, the creature looks ahead in surprise.","Indoors, the man with a goatee looks ahead in surprise.",Ev5,cap2,v_8AZk-d0z3ws_seg_30_40
"Inside the home, the boy in a robe looks observingly down at his hand.","Inside his home, the man wearing glasses is looking down at his hand observingly.",Ev3,cap1,v_8_MpC8PcPQ0_seg_25_35
"In a park, a woman with long hair walks forward with an arm movement.","In a park, the man in a suit is walking forward with his arm moving.",Ev3,cap1,v_zDQHwzF1n4U_seg_10_20
"In a building, a man in a sheriff's uniform is walking through the corridor, eating a snack.","In a building, a man in a blue shirt and dark long sleeves walks through the corridor, eating a snack.",Ev2,cap2,v_LTqaoTSCTc0_seg_80_90
"At a police station, a policeman is hoisting a man in a green jacket up.","At the police station, the singer is hoisting the man in the green jacket up.",Ev3,cap1,v_4HOgujwklBY_seg_95_105
"At a ranch, a woman with a red hat is walking slowly across the corral.","At a ranch, a horse is walking slowly across the corral.",Ev2,cap2,v_pwqOYWnLxBo_seg_75_85
"As the building is on fire, a dark-haired woman jumps to the other building.","In a building on fire, the man is jumping to the other building with his left hand.",Ev3,cap1,v_FX4J_vERu9I_seg_125_135
"In a phone booth, the man in a purple shirt is crying while talking on the phone.","In a phone booth, a man in a white shirt is crying while talking on the phone.",Ev3,cap1,v_3lkG_MD7T9U_seg_110_120
"From the set, a man in a plaid hat is carrying her backward to remove her.",They are carrying the woman backward from the set to remove her.,Ev2,cap2,v_LC1Sb6tRr4E_seg_0_10
"On the ship, the man in a black suit is climbing up the side of the ship.","On the ship, the man on the right is climbing up the side of the ship.",Ev3,cap2,v_CwdGYMM2bHM_seg_55_65
"In an ambulance, a man with a bare chest watches a man with a gray and yellow jacket, trembling.","At the ambulance, red shirt guy is watching the man with a gray and yellow jacket while trembling.",Ev4,cap1,v_2vV-8TyFBTI_seg_30_40
"On the street, a woman in a leather jacket coughs.","On the street, a man is coughing.",Ev2,cap1,v_NEg6faTj_co_seg_115_125
"In a restaurant, the girl in sunglasses is startled by a dog.","In a restaurant, a girl in sunglasses is startled by a firefighter with spiky hair lying down.",Ev2,cap1,v__bUaFRyP80A_seg_10_20
"In the lobby, a boy in a yellow shirt is grabbing the door with purpose.","In the lobby, the security guard grabs the door with purpose.",Ev2,cap2,v_RehVwEopIQ4_seg_35_45
"At a table, the woman with short hair is talking to the guy in the green shirt, asking what's wrong.","At a table, the guy in a brown shirt is talking to the guy in a green shirt, asking what's wrong.",Ev3,cap2,v_3nRy9hw7tr0_seg_5_15
"Near the window, the dad is announcing something to the woman.","Near the window, the man holding a bat is announcing something to the woman.",Ev5,cap1,v_BN8VnFVqRRI_seg_15_25
"A man in a white coat is playing a game with a toy in his hands, trying to figure out the solution.","A man with a moustache is trying to figure out the solution to a game, playing with a toy in his hands.",Ev5,cap2,v_V8Dm3OfSn4w_seg_35_45
"In the backyard, the man is looking down at the dog as if he's going to hit him.","In the backyard, the blonde woman is looking down at the dog as if she's going to hit him.",Ev1,cap1,v_YG-plVmM7O4_seg_65_75
"In the kitchen, the man wearing a plaid shirt blinks his eyes down in frustration.","In the kitchen, a man wearing goggles is blinking his eyes down in a frustrated manner.",Ev5,cap1,v_8391icf7iLk_seg_110_120
"At the front door, a man in a blue shirt is closing the door.","At the front door, the leprechaun is closing the door towards it.",Ev5,cap1,v_G3qOB7PGBXE_seg_30_40
"In an office, the man with white hair is speaking sternly to the man in the red spider shirt.","In an office, a man in a tan jacket speaks sternly to a man in a red spider shirt.",Ev3,cap2,v_9LglzW3HFyg_seg_20_30
"In the house, the woman in a black outfit is wielding a knife.","In a house, a masked man is wielding a knife.",Ev5,cap2,v_A63kIf5CfgE_seg_70_80
"Sitting in a chair, the blonde woman is staring to the left while holding a beverage.","Sitting in a chair, the man with a white shirt and tie stares left while holding a beverage.",Ev4,cap2,v_XPUqjed6k4s_seg_50_60
"A person wearing black shoes is kicking a man wearing a yellow shirt aggressively in the side, sending him forward.","In the side, the man in a white t-shirt is kicking the man wearing a yellow shirt forward aggressively.",Ev5,cap1,v_AMuVqFvM2Rs_seg_100_110
"In a hotel room, the man with blonde hair is pointing at the tv in front of him.","In a hotel room, the kid in a gray shirt is pointing at the tv in front of him.",Ev5,cap2,v_WzBS3IIb-vg_seg_45_55
"In a phone booth, the man with the purple shirt is talking to someone on the phone while simultaneously attending to the person outside.","In a phone booth, the two men are talking to someone on the other end of the line while one of them attends to the person outside.",Ev5,cap1,v_JiI91igl180_seg_100_110
"On the rooftop, the boy is speaking to the girl, asking a question.","On the rooftop, a naked man is speaking to the girl, asking a question.",Ev2,cap1,v_THe7-5-D-gM_seg_60_70
"In a house, a dark-haired woman shoves a blonde woman to the floor.","In a house, the man is shoving the blonde woman to the floor.",Ev1,cap1,v_ROeFmcvZRf8_seg_50_60
"In a room above a large cavernous space, the man in a white shirt is moving himself backwards.","In a room above a large cavernous space, the man in an orange mask moves backwards.",Ev4,cap1,v_B_DMSu-NVZ8_seg_105_115
"In the middle of the street, a woman is yelling at a man in a blue shirt.","In the middle of the street, the man is yelling at the man in a blue shirt.",Ev5,cap1,v_wwxjFuoLYzQ_seg_0_10
"In a field in the woods, a woman in a black coat turns her body around to walk away.","In a field in the woods, the bald man is turning his body around to walk away.",Ev4,cap1,v_BTZArvbmG_o_seg_135_145
"On a boat, a man in a pink shirt turns his head to the left to look at the man with dark hair.","On a boat, the man in a black suit is turning his head to the left to look at the man with dark hair.",Ev4,cap1,v_dLjNzwEULG8_seg_30_40
"In a hospital, the two men in black walk casually down the hallway.","In a hospital, the woman from the van is walking down the hallway casually.",Ev4,cap1,v_7tUYeqOLuYU_seg_45_55
"In a park, the bald man is looking.",A mean kid is looking in the park.,Ev4,cap2,v_R9goLghpPBg_seg_20_30
"In the dining room, the men in blue and red are wiping their faces to the right with a napkin.","In a dining room, the older guy is wiping his face to the right with a napkin.",Ev2,cap2,v_EkE_bNKYqCM_seg_40_50
"At the counter, the man in suit knocks on the window area in front of him with his hand.","At the counter, the man in a grey shirt is knocking on the window area with his hand in front of him.",Ev3,cap1,v_JZtErr7VLKE_seg_15_25
A man with a jacket is fighting a brunette man in a subway car.,"In a subway car, a woman in a blue shirt is fighting a brunette man.",Ev4,cap1,v_tOpPh1MQ9sM_seg_65_75
"In the kitchen, a man in a blue shirt is scaring a girl with blonde hair.","In the kitchen, a man with long hair is scaring the girl with blonde hair.",Ev5,cap1,v_0ShWGyC408I_seg_65_75
"In a diner, the man in a black jacket is gesturing at the black man.","In a diner, the waiter gestures towards a black man.",Ev4,cap2,v_12iewuXNhbE_seg_70_80
"In the car, the man with a dagger is screaming while holding the wheel.","In a car, the man with short brown hair screams while holding the wheel.",Ev5,cap2,v_wwxjFuoLYzQ_seg_135_145
"Pool side, the man with gray hair is adjusting his body to get comfortable.","At the pool side, a lady in a bikini, lying on a fold-out, is adjusting her body to get comfortable.",Ev3,cap2,v_tAHCa87P8YI_seg_5_15
"Near the building, the man in a blue shirt and jacket is stopping his tan car.","Near a building, a man in a black mask stops a tan car.",Ev5,cap2,v_Jj6H6tJvRjU_seg_95_105
The girl quickly grabs a tool off the tower.,"Off the tower, the man in a bow tie quickly grabs the tool.",Ev3,cap1,v_5lqvuMwYODI_seg_35_45
"In a tent, the man looks cautiously aside at his hand.","In a tent, the giant scorpion is looking cautiously aside at its hand.",Ev5,cap1,v_pNJRoSfVZxo_seg_25_35
"In a hotel room, the blonde woman looks down at her watch to see what time it is.","In a hotel room, a woman with brown hair looks down at her watch to see what time it is.",Ev4,cap2,v_CtIhkGu6ahY_seg_0_10
