cap1,cap2,ev,gt,video_id
A man in a black suit and blue shirt collapses wounded on his stomach to the ground.,"On the ground, a man in a black suit and blue shirt is standing, wounded on his stomach.",Ev1,cap1,v_VYQoxBs5N2A_seg_90_100
"Outside an apartment building, a woman in red coat wearing sunglasses is standing on a metal pole.","Outside an apartment building, a woman in a red coat and sunglasses is frantically hanging from a metal pole.",Ev1,cap2,v_fX4XAbCTdYs_seg_55_65
"In the back, a kid with brown hair is hugging a man in a black suit.",A kid with brown hair is shoving the man in black suit in the back with his body.,Ev1,cap2,v_xMuWufwEZiA_seg_15_25
"Outside a mansion, the man is stepping slowly towards the mansion's door.","Outside a mansion, a man is retreating from the door of the mansion slowly.",Ev2,cap1,v_RDdc0-JD8Dk_seg_0_10
"Inside a pyramid, a man in a red hat is dragging a bag of treasure through the corridor in an attempt to escape.","Inside a pyramid, a man in a red hat is hiding a bag of treasure.",Ev4,cap1,v_ARUzoPWS4Uk_seg_40_50
"In a restaurant, the woman in white is scolding the girl with the red skirt.","In a restaurant, the woman in white is hugging the girl with the red skirt with joy.",Ev2,cap2,v_fJV0KtMZ7x8_seg_55_65
"In an apartment, a woman in a pink shirt is putting on a jacket.","In an apartment, the woman in a pink shirt is removing her jacket.",Ev2,cap2,v_ZIOCaOpBGpE_seg_10_20
"In an open field, the man with short curly hair is bracing himself.","In an open field, a man with short curly hair is relaxing.",Ev5,cap1,v_AWi8x9ctlps_seg_70_80
"Outdoor, a man in a jacket is rescuing a person who is tied down.","Outdoor, a man in a jacket is pushing a tied person down hard.",Ev2,cap2,v_4Qrs43i_S50_seg_40_50
"In an office, a man in a suit is shouting at a woman with short hair, looking upset.","In an office, a man in suit speaks to a woman with short hair, looking upset.",Ev4,cap2,v_wdB2lzxIfGg_seg_30_40
"In a wrestling rink, the man with dark hair jumps up.","In a wrestling rink, the man with dark hair is crouching down.",Ev3,cap1,v_UDSfJaVC0KY_seg_110_120
"In an office, a woman is agreeing.",A woman is arguing with someone in an office.,Ev4,cap2,v_j6IS8ftaiKg_seg_115_125
"In a red car, a concerned female driver is listening to the radio.","In a red car, the female driver is speaking concernedly to the radio.",Ev3,cap2,v_G76ThtqLvWk_seg_40_50
"In an office, the guy with blond hair and a black shirt aims a gun at the man in a brown coat.","In an office, a guy with blond hair and a black shirt is helping a man in a brown coat.",Ev4,cap1,v_9LglzW3HFyg_seg_30_40
"In an apartment, a man is making a threat.","In an apartment, a man is protecting someone.",Ev2,cap1,v__bUaFRyP80A_seg_85_95
"In a building, a man in a grey beanie and jacket is sitting down while fixing his beanie hat, near the door.","In a building, a man in a grey beanie and jacket walks towards the door, fixing his hat as he goes.",Ev1,cap2,v_ByNjiy8-j8g_seg_0_10
"Outside the house, an old man with short hair is reloading his rifle.","Outside the house, an old man with short hair is discarding his rifle.",Ev4,cap1,v_6lRIgVCdLP4_seg_140_150
"In an exam room, a man in a black shirt is stumbling around.","In an exam room, the man in a black shirt points up.",Ev5,cap2,v_Ch1DsDy-osI_seg_135_145
"In a house, a man in a red tie is locking a door quickly.","In a house, the man in a red tie quickly opens a door.",Ev2,cap2,v_5FgtVXFRyTQ_seg_75_85
"In a living room, a person in a white shirt removes their pants and tosses them away.","In a living room, a person in a white shirt is wearing their pants.",Ev2,cap1,v_bD8jQGwyuBU_seg_20_30
"On the floor, a boy in a vest is standing, despite being in pain.","A boy in a vest is lying on the floor, clearly in pain.",Ev2,cap2,v_6rl0rXHWtbQ_seg_10_20
"In a cave, a boy is standing still, not turning to look.","In a cave, the boy turns his body to look.",Ev3,cap2,v_i-VeLFEMeko_seg_85_95
"In a store, a woman in a blue shirt is casually taking bread from a shelf.","In a store, a woman in a blue shirt is returning bread to a shelf, casually.",Ev4,cap1,v_bZq6Gv7rP0w_seg_75_85
"In a house, a man in a green shirt is descending the stairs slowly.","In a house, a man in a green shirt is walking slowly up the stairs.",Ev5,cap2,v_Mkkd7taPqEY_seg_0_10
"In a surgery room, a woman in a white coat is avoiding the naked man.","In a surgery room, a woman in a white coat is touching a naked man.",Ev4,cap2,v_uL1Q5YZ0Ejc_seg_100_110
"In a hotel room, a man in a green shirt is glancing at a girl with brown hair, looking upset.","In a hotel room, the man in a green shirt is staring upset at the girl with brown hair in front of him.",Ev5,cap2,v_1ZA2qfP3oPc_seg_15_25
The blonde girl is standing up carefully in the dugout.,"In a dugout, a blonde girl is sitting carefully.",Ev2,cap1,v_Oc2xTMnIwrI_seg_70_80
"In the middle of the street, a man in a gray hat is assisting the people shot next to him.","In the middle of the street, a man in a gray hat quickly glances at the people shot next to him.",Ev5,cap2,v_nNXxlYCU0aY_seg_115_125
"Inside a shop, the man in a red shirt is backing away.","Inside a shop, a man in a red shirt is rushing forward.",Ev3,cap1,v_96dlvQbYEds_seg_35_45
"In the woods, the man in a long sleeve shirt moves forward through the mist to the end of the walkway.","In the woods, a man in a long sleeve shirt is staying at the end of the walkway, unmoving through the mist.",Ev2,cap1,v_KsmXx3hB968_seg_135_145
"In a large building, a man with blonde hair is climbing up the stairs.","In a large building, a man with blonde hair is descending the stairs.",Ev5,cap1,v_4HOgujwklBY_seg_50_60
"A woman with brown hair and a man in a black suit are flying down towards the ocean, pulling their parachutes as they fall.","Falling towards the ocean, a woman with brown hair and a man in a black suit are sinking.",Ev3,cap1,v_AHHH770W4Wk_seg_85_95
"In a diner, a woman is locking a door.","In a diner, a woman is opening the door as she exits.",Ev3,cap2,v_jlcZPO2FhGE_seg_90_100
"In an apartment, a man in black is locking the door quickly.","In an apartment, the man in black quickly opens the door.",Ev3,cap2,v_ACV4Krf8JTQ_seg_5_15
"In a pound, the man in a lab coat is opening the door.","In a pound, a man in a lab coat is locking the door.",Ev3,cap1,v_RWYM4Npp9rI_seg_75_85
"On an air field, a woman is hugging a man.","On an air field, a woman shoves a man back.",Ev1,cap2,v_E6gWFTv3xE8_seg_95_105
"In a house, a brown-haired woman is fiddling with a phone.","In a house, a brown haired woman is throwing a phone.",Ev1,cap1,v_B2zzhcU9f9U_seg_30_40
"In a camper, the man in a gray suit jacket is spitting out a cigarette.","In a camper, a man in a gray suit jacket is lighting a cigarette.",Ev3,cap1,v_Wy6ANzdhy1s_seg_60_70
"In a room, a man in a white shirt is chaotically turning a chair around.","In a room, a man in a white shirt is assembling a chair.",Ev4,cap1,v_XPUqjed6k4s_seg_100_110
"In the middle of the street, men on the street are protecting a man with dark hair.","In the middle of the street, men on the street are shooting a man with dark hair.",Ev3,cap2,v_MD9AvOexMWY_seg_50_60
"On the street, a man in an elastic suit is stumbling forward from a roped web.","On the street, a man in an elastic suit is swinging forward from a roped web.",Ev5,cap2,v_r8-BFx3xFJ4_seg_55_65
"On a ferry, a bald man is climbing up from the edge of the ferry to the air.","On the ferry, the bald man falls down from the air to the edge of the ferry.",Ev2,cap2,v_ORrQKFliVLM_seg_10_20
"In a subway, the pale guy jumps down.","In a subway, pale guy is climbing up.",Ev5,cap1,v_6nTk0X-QW_0_seg_110_120
"In a store, a red-headed woman and a dark-haired man are struggling as she rolls from her stomach to her back and grabs his face.","In a store, a red headed woman is hugging a dark haired man.",Ev2,cap1,v_1shru4620TE_seg_30_40
"In an apartment, the man in a jean jacket is gulping beer from a can.","In an apartment, a man in a jean jacket is pouring beer from a can.",Ev1,cap1,v_MI0ZlakXWFM_seg_30_40
"Outside a house, girls are climbing up the stairs quickly.","Outside a house, the girls are walking quickly down the stairs.",Ev2,cap2,v_G3qOB7PGBXE_seg_120_130
"At a riverside, a boy holding a sword is falling from his knees, looking at his hand.","At the riverside, the boy holding a sword rises from lying on the ground to his knees, looking at his hand.",Ev4,cap2,v_mLl9jkYywZY_seg_60_70
"Outside in the woods, a man quickly lifts a girl up from the floor to a standing position.","Outside in the woods, a man is slowly lowering a girl from standing to the floor.",Ev2,cap1,v_ovy6F76ip3M_seg_80_90
"In the kitchen, the man is straightening out the silverware with his hand.","In a kitchen, a man is dropping the silverware.",Ev5,cap1,v_1cCEE8-jhus_seg_0_10
"In the market, the man in the turban is pulling the man over.","In the market, the man in the turban is pushing the man over.",Ev3,cap1,v_dDQ0rUdj0KM_seg_100_110
"Inside the car, a blonde woman is removing the keys from the ignition.","Inside the car, a blonde woman is inserting the keys into the ignition.",Ev2,cap1,v_M6gOHxwffBg_seg_10_20
"In a room, a man with a head wrap is escorting a man wearing a gray suit and black shirt.","In a room, a man with a head wrap is chasing a man wearing a gray suit and black shirt forward.",Ev5,cap2,v_Wy6ANzdhy1s_seg_70_80
"In a living room, a curly-haired man is sitting down while looking at the tv.","In a living room, a curly-haired man walks into the room while looking at the tv.",Ev4,cap2,v_n-omBTsCIDE_seg_25_35
"On a rooftop, a boy is pushing a girl as he approaches her.","On the rooftop, a boy approaches a girl to speak to her.",Ev3,cap2,v_THe7-5-D-gM_seg_60_70
"In a small kitchen, a man wearing a blue shirt is texting instead of talking to a man wearing a light colored shirt.","In a small kitchen, a man wearing a blue shirt is talking in person to a man wearing a light-colored shirt.",Ev4,cap2,v_wwrzI3b5LxI_seg_15_25
"Outside, a man in a white shirt is chasing two boys.","Outside, a man in a white shirt is observing two boys.",Ev1,cap2,v_gNT4N5W81Hc_seg_30_40
"Inside a building, a man in a suit is sitting in anger.","Inside a building, the man in suit is walking forward in anger.",Ev4,cap2,v_bx50ueZJgns_seg_95_105
"Above the buildings, the man wearing a blue shirt is jumping forward.","Above buildings, a man wearing a blue shirt is slowly descending.",Ev5,cap1,v_zlwaUJzGqns_seg_50_60
"In a living room, a man wearing a helmet is exiting the room suddenly.","Suddenly, a man wearing a helmet enters the room in a living room.",Ev4,cap2,v_bD8jQGwyuBU_seg_20_30
"Outside in the dark, a man in brown is walking slowly.","Outside in the dark, a man in brown is running.",Ev5,cap1,v_Y77zaw13B_8_seg_30_40
"In a house, a man in a white shirt is assisting a man in a suit.","In a house, a man in a white shirt is hindering a man in a suit.",Ev3,cap1,v_mtkuDgE-qOI_seg_80_90
"On a city street, a man in glasses looks down at the money with an amused expression.","On a city street, a man in glasses is giving away money, looking down with an amused expression.",Ev1,cap1,v_lPe61El1_3E_seg_65_75
"In a camera shop, a man in a plaid shirt is rejecting a camera.","In a camera shop, a man in a plaid shirt is admiring a camera.",Ev1,cap2,v_96dlvQbYEds_seg_20_30
"In a house, a man in a striped shirt is closing the door sleepily.","In a house, the man in a striped shirt is opening the door in a sleepy manner.",Ev2,cap2,v_2MxnokvI6c0_seg_25_35
"At a fort, horsemen are dismounting their horses, gathering.","At the fort, horsemen are riding their horses in place, gathering together.",Ev3,cap2,v_yWP5eC822Ac_seg_180_190
The house is on fire outdoors.,"Outdoors, a house is being restored.",Ev1,cap1,v_l1NB8NQc7wU_seg_65_75
"In the dining area, a drunk man in a pink shirt is talking to men on a boat.","In the dining area, a drunk man in a pink shirt is sleeping, surrounded by men on a boat.",Ev5,cap1,v_dLjNzwEULG8_seg_30_40
"From a rooftop, men in all black are waving through a window.","From a rooftop, men in all black are shooting through a window.",Ev3,cap2,v_89FuExOuBbI_seg_80_90
"On the front lawn of a house, the woman with the long hair is abandoning what looks like a grocery bag.","On the front lawn of a house, the woman with long hair carries what looks like a grocery bag forward and slightly to the left as she approaches the house.",Ev1,cap2,v_xWpMF_EFqyc_seg_110_120
"In a bedroom, the woman in black is running around the room in an attempt to escape.","In a bedroom, the woman in black is settling in to stay, rather than trying to escape.",Ev1,cap1,v_y2wupV34DRk_seg_35_45
"Outside a house, a girl in a short sleeve shirt is running forward many feet to intervene in a fight.","Outside a house, a girl in a short sleeve shirt is retreating from a fight.",Ev3,cap1,v_hw8D5KSx5p4_seg_45_55
"On a street, a man in a gray jacket is retreating from a woman with brown hair.","On the street, the man in a gray jacket is approaching the woman with brown hair ahead.",Ev5,cap2,v_i4NIiCSEiTg_seg_25_35
"In a bedroom, a man in a brown vest is locking the door, not pushing it open.","In a bedroom, the man in a brown vest is pushing the door open violently.",Ev5,cap2,v_K58cPYCTiPM_seg_120_130
A man in a black jacket is punching a man in a plaid jacket in the face.,A man in a black jacket is hugging a man in a plaid jacket.,Ev2,cap1,v_BkNCfTfR6fQ_seg_90_100
"In a hallway, the girl grabs the boy's vest.","In a hallway, a girl is releasing a boy's vest.",Ev1,cap1,v_6rl0rXHWtbQ_seg_60_70
"On the slopes, a woman in pink is pushing a scared man in black.","On the slopes, a scared woman in pink is holding onto a man in black.",Ev5,cap2,v_OinSJLNXgA0_seg_35_45
"Inside a boat, a man in a pink shirt is staring drunk across the table at an older man.","Inside a boat, a man in a pink shirt is glancing at an older man across the table, looking drunk.",Ev3,cap1,v_dLjNzwEULG8_seg_30_40
"On a highway, a man with a hat on is chasing a man with dark hair.","On the highway, a man wearing a hat is watching a man with dark hair while holding a steering wheel.",Ev3,cap2,v_tyyPSnHcthg_seg_75_85
"In a restaurant, a man with a gun is approaching the people behind him.","In a restaurant, a man with a gun turns around to talk to the people behind him.",Ev4,cap2,v_IZQFJ6hZNJc_seg_20_30
"In a living room, a man with a black hat is closing the door after turning around.","In a living room, a man with a black hat turns around and opens the door.",Ev5,cap2,v_oTd-6xia-xY_seg_220_230
"In an african village, a man without a shirt is praising a man in white.","In an african village, a shirtless man is looking down at a man in white, his gaze threatening.",Ev2,cap2,v_JAHLYTVcm5M_seg_90_100
A woman in a black shirt quickly stands up from the table.,A woman in a black shirt is sitting back down at the table quickly.,Ev3,cap1,v_Zvbwq_7AeU0_seg_20_30
"In a wrestling rink, the man wearing a red unitard flips himself onto the ground.","In a wrestling rink, the man wearing a red unitard is standing on the ground.",Ev4,cap1,v_UDSfJaVC0KY_seg_110_120
A girl in a black suit is grabbing lots of plastic bags from the container.,"From the container, a girl in a black suit is releasing lots of plastic bags.",Ev1,cap1,v_5lqvuMwYODI_seg_80_90
A man in black is hugging a man in yellow beanie.,"A man in black delivers a side kick to a man in a yellow beanie, striking him in the chest and pushing him back.",Ev1,cap2,v_Zvbwq_7AeU0_seg_55_65
"Within the parking garage, the man in a whitish jacket is speaking enthusiastically to a camera crew standing nearby.","Within the parking garage, the man in a whitish jacket is fleeing from a camera crew standing nearby.",Ev4,cap1,v_Q0i1ldFm-oI_seg_135_145
"In the street, a man in a blue shirt is talking calmly to a man in a brown jacket.","In the street, a man in a blue shirt is fighting a man in a brown jacket.",Ev3,cap1,v_fuyK26nKaPw_seg_70_80
"On the freeway, a woman in yellow is looking nervously behind her at a man in a white shirt.","On a freeway, a woman in yellow is chasing a man in a white shirt nervously.",Ev3,cap1,v_9cb5Ka9SqGM_seg_140_150
"In the living room, a scared man in a white shirt is speaking to a man with brown hair.","In the living room, a scared man in a white shirt is fleeing from a man with brown hair.",Ev4,cap1,v_8OWCY47wOAI_seg_135_145
"On the rooftop, teenagers are walking across the roof as they exit the door.","On a rooftop, teenagers are staying, not moving across the roof after exiting the door.",Ev4,cap1,v_arfamPuUOek_seg_110_120
"Outside, a woman in a colorful shirt is exiting her car.","Outside, a woman in a colorful shirt is running forward to get into her car.",Ev3,cap2,v_8pi1bm3890U_seg_120_130
"In the woods, a girl in a gray hat is running fearfully.","In the woods, the girl in a gray hat is talking fearfully to herself.",Ev5,cap2,v_bKy6BtAbTU8_seg_85_95
"In a break room, a woman in a fringe jacket walks forward casually.","In a break room, a woman in a fringe jacket is sitting casually.",Ev5,cap1,v_7lKWPxDej7s_seg_95_105
"In a home, the man in a brown jacket is exiting through the doorway.","In a home, a man in a brown jacket is entering through the doorway.",Ev3,cap1,v_0ShWGyC408I_seg_95_105
"Outside, a man in a brown suit is rushing forward through the street.","Outside, a man in a brown suit is strolling through the street.",Ev2,cap1,v_Y9HqtZTcTJk_seg_125_135
"Outside a house, a woman with black hair stares concernedly at the wolf right in front of her.","Outside a house, a woman with black hair is petting the wolf, looking concerned.",Ev2,cap1,v_d4MZPbERTFs_seg_115_125
"In an apartment, a woman in a pink shirt is adding magazines to the bed.","In an apartment, a woman in a pink shirt is removing magazines from the bed.",Ev5,cap2,v_ZIOCaOpBGpE_seg_10_20
"In a car, the left hand of the man in the striped vest is releasing the steering wheel.","In a car, the man in the striped vest moves his left hand downward to the steering wheel with a slight slam.",Ev2,cap2,v_5otacrrli04_seg_10_20
"In a snowy field, the wolf is healing the man in black.","In a snowy field, the wolf bites the man in black.",Ev5,cap2,v_3qp3AeWmt38_seg_145_155
"In a dark room, a woman in a white shirt leans over the table to take a cup from it.","In a dark room, a woman in a white shirt is putting a cup on the table.",Ev5,cap1,v_PBaQezez_UU_seg_10_20
"On the rooftoop, a goat is chewing on a rope.","On a rooftop, a goat is untangling a rope.",Ev1,cap1,v_hqslb1FVoQQ_seg_105_115
"Inside a hospital room, a man in a white gown is pushing the drawer down with his hand.","Inside a hospital room, a man in a white gown reaches down with his hand to open the drawer and search it.",Ev3,cap2,v_ltdgreWmnSY_seg_60_70
"Outdoor, a man in a jacket is freeing a person who is tied.","Outdoor, a man in a jacket is turning a tied-up person around.",Ev4,cap2,v_4Qrs43i_S50_seg_40_50
"Outside, a blonde-haired woman is bending down to grab an object.","Outside, a female with blonde hair is standing up, grabbing an object.",Ev3,cap1,v_3FgbU0ZZzQY_seg_40_50
"At a military base, a woman with blonde hair watches a tank in awe.","At a military base, a woman with blonde hair is sabotaging a tank.",Ev3,cap1,v_dDQ0rUdj0KM_seg_0_10
A man is carefully removing a gun part from a table.,The man carefully sets a gun part on a table.,Ev2,cap2,v_pNJRoSfVZxo_seg_25_35
A woman in a white shirt and sweater is casually setting a box to the side.,A woman in a white shirt and sweater is retrieving a box from the side casually.,Ev3,cap1,v_vVaBlzQzmjQ_seg_120_130
"On a highway, a man with dark hair is walking alongside a motorcycle.","On the highway, a man with dark hair is driving his motorcycle forward, performing tricks.",Ev5,cap2,v_tyyPSnHcthg_seg_75_85
"Outside a building, a woman with dark hair is retreating slowly from a person.","Outside a building, the woman with dark hair is slowly approaching someone.",Ev4,cap2,v_TLsRWN6G77I_seg_50_60
"In a temple, a priest is closing the curtains purposefully.","In a temple, the priest is opening the curtains with purpose.",Ev3,cap2,v_u3XXKF0oDtU_seg_80_90
"In a museum, a boy with dark hair is relaxing.","In a museum, the boy with dark hair is panicking.",Ev3,cap2,v_9hoSF_oY8Jw_seg_60_70
