cap1,cap2,ev,gt,video_id
"Next to a hole in the jungle, a dark-haired girl is speaking frantically to the people nearby.","Next to the hole in the jungle, the dark haired girl speaks calmly to the people nearby.",Ev3,cap1,v_ajMVBGbsL_E_seg_120_130
"By the door, the man in a red jacket is whispering to the person in the other room.","By the door, a man in a red jacket is talking to someone in another room, pushing money under the door as he speaks.",Ev5,cap2,v_WzBS3IIb-vg_seg_80_90
"In the pool, the kid with brown hair smiles at the woman with blonde hair as he squirts her with a water gun.","In the pool, the kid with brown hair smiles at the woman with blonde hair, waving at her.",Ev4,cap1,v_tAHCa87P8YI_seg_70_80
"A group of people hangs themselves from a cable, suspended steady in the air.","A group of people is dangling in the air, hanging themselves from a cable.",Ev4,cap2,v_Q0gx_D--iDw_seg_45_55
"In a living room, the blonde woman listens to the man distractedly.","In a living room, a blonde woman is listening seriously to the man.",Ev5,cap2,v_xg4OR0Tpy6U_seg_110_120
"In a room, a man in a white shirt is talking to a man in a black shirt while holding a gun.","In a room, a man in a white shirt talks to a man in a black shirt with a smile.",Ev1,cap1,v_wwrzI3b5LxI_seg_100_110
"Inside a house, the blonde woman falls down from a standing position to the floor, letting go of her phone.","Inside a house, the blonde woman falls down from standing to the floor, grasping her bag.",Ev4,cap1,v_ROeFmcvZRf8_seg_100_110
"Outside a sitting area, a woman in a floral dress is staring concernedly straight at a man in a plaid shirt.","Outside in the sitting area, the woman in a floral dress stares admiringly at the man in a plaid shirt, looking straight at him.",Ev5,cap1,v_YYSAcTkd5B8_seg_90_100
"In the woods, the man in a long sleeve shirt walks forward with determined steps.","In the woods, the man in a long sleeve shirt walks forward with casual strides.",Ev3,cap1,v_KsmXx3hB968_seg_135_145
"In the alley beside the graffiti wall, the man in a dark trenchcoat swings the sword sideways at the man wearing armor.","In an alley beside a graffiti wall, a man in a dark trenchcoat is swinging a sword overhead at a man wearing armor.",Ev2,cap2,v_38mMNp3gyYs_seg_25_35
"Outside on the ground, a man with a cross on his forehead looks up at a bald man with anger.","Outside on the ground, the man with a cross on his forehead looks up at the bald man with curiosity.",Ev2,cap1,v_iktC8imMBnw_seg_20_30
"In the phone booth, the man with a cigarette confidently grabs the phone.","In a phone booth, a scared man with a cigarette grabs the phone.",Ev3,cap2,v_JiI91igl180_seg_115_125
"At the ranch, the horse walks across the corral briskly.","At a ranch, a horse is walking slowly across the corral.",Ev2,cap2,v_pwqOYWnLxBo_seg_75_85
"In the room, the woman in a brown outfit speaks calmly to the doctor.","In a room, a woman in a brown outfit speaks to a doctor while upset.",Ev3,cap2,v_reIyMTBfEwQ_seg_55_65
The woman in white shirt gently grabs the photograph from the woman in black's hands.,A woman in a white shirt is rudely grabbing a photograph from a woman in black's hands.,Ev1,cap2,v_ERw4l461lhU_seg_100_110
"In a lab, the boy in a black striped sweater steps out of the trap to the side quickly on his own.","In a lab, a boy in a black striped sweater is carefully stepping to the side with the help of the man in a blue jacket to get out of the trap.",Ev2,cap2,v_dcSalZZ5YjM_seg_150_160
A man with a black hood on his coat is casually setting a bowl on the counter.,The man with a black hood on his coat deliberately sets the bowl on the counter.,Ev5,cap1,v_oZ-BCSM4O8g_seg_5_15
"In a rocky area, a man in a blue shirt walks forward carefully.","In the rocky area, the man in a blue shirt walks forward recklessly.",Ev3,cap1,v_yQ62WM_w2iM_seg_45_55
"In a boxing ring, the blonde man in red shorts is staring furiously down at the man in white and red stripes pants.","In a boxing ring, a blonde man in red shorts stares calmly down at a man in white and red striped pants.",Ev1,cap1,v_3cTyY36ENxY_seg_30_40
"Inside the car, the man in a blue shirt is talking to the person next to him in a whisper.",A man in a blue shirt is yelling out the window to talk to the person sitting next to him inside the car.,Ev3,cap2,v_wwxjFuoLYzQ_seg_0_10
"A man in black suit stands in front of the boy, staring down at him.","The man in black suit stands in front of the boy, smiling at him.",Ev2,cap1,v_oTd-6xia-xY_seg_75_85
"In the train yard, the man wearing a reddish shirt carelessly throws the ruck sack out of the train car.","In a train yard, a man in a reddish shirt throws a ruck sack out of the train car, as if to free himself to jump.",Ev1,cap2,v_emW6qKMxIUU_seg_55_65
"The boy holding a sword stands from the ground, looking away.","The boy holding a sword is standing on the ground, looking at the sword.",Ev5,cap2,v_mLl9jkYywZY_seg_60_70
"The man in suit talks to the joker calmly not to make him mad, pacing back and forth.","Sitting on the steps, a man in suit is talking calmly to a joker, trying not to make him mad.",Ev4,cap2,v_Q0IHL6WGFY0_seg_5_15
"In a living room, the man in a dark shirt speaks to the man with a black hat while standing up.","In a living room, a man in a dark shirt is speaking to a man with a black hat while they sit on a couch.",Ev4,cap2,v_oTd-6xia-xY_seg_220_230
"In the kitchen, a man is speaking to a woman, nodding as he talks.","In the kitchen, the man speaks to the woman, shouting.",Ev3,cap1,v_eYMbAHC6RxU_seg_75_85
"Near a cliff, a man with snow on his face stares shivering ahead at a man wearing a brown jacket.","Near a cliff, the man with snow on his face stares ahead at a man wearing a brown jacket with a smile.",Ev1,cap1,v_TMe71Lvy1lA_seg_45_55
"In a bar, the man in a black tank top listens to the man in a blue tie from a distance.","In a bar, a man in a black tank top is listening face to face to a man in a blue tie.",Ev2,cap2,v_SBIpGdJA_5Q_seg_70_80
"In the backyard, the man looks nervously down at the dog.","In the backyard, the man looks down at the dog with confidence.",Ev5,cap1,v_YG-plVmM7O4_seg_65_75
"In a house, the red jacket woman is looking intensely to the right at the mustache man.","In the house, the red jacket woman looks right at the mustache man with a casual gaze.",Ev2,cap1,v_9BHXzftnFGA_seg_100_110
"In the building, the man in a black suit rides the wheelchair with a man in it forward at a leisurely pace.","In a building, a man in a black suit is hurrying forward while riding a wheelchair occupied by another man.",Ev5,cap2,v_DbqqjC92PP4_seg_45_55
"In the backseat of a car, a man with a hat looks worriedly at the man without a hat sitting next to him.","In the backseat of the car, the man with a hat looks at the man without a hat next to him, amused.",Ev2,cap1,v_vt0hblIsHiY_seg_125_135
"In the doorway, the man speaks hurriedly to the girl.","In the doorway, the man speaks calmly to the girl.",Ev1,cap1,v_jJ8rgMkWFWA_seg_65_75
The airplane flies slowly through the air in the sky.,An airplane is flying at fast speed through the air in the sky.,Ev2,cap2,v_UJ_zLBr1NxE_seg_40_50
"In front of a white building, the woman standing in front of a man looks up while smiling.","In front of a white building, the woman standing in front of a man looks up with a serious expression.",Ev5,cap1,v_cWYIlga8sas_seg_135_145
"In the bedroom, the girl in green walks forwards aimlessly.","In the bedroom, the girl in green walks forwards with a decisive stride.",Ev2,cap2,v_uBf-pbxHb7Y_seg_20_30
"In a house, a woman forcefully opens a door.","In a house, a woman is slowly opening a door.",Ev4,cap2,v_q6j_0vS_NNM_seg_175_185
"Outside a large building, the two policemen stroll into the building casually.","Outside a large building, the two policemen quickly enter the building.",Ev5,cap2,v_srLwGlDe598_seg_65_75
A woman with brown hair is sitting casually in an office chair.,The woman with brown hair sits formally in an office chair.,Ev4,cap1,v_V3EpNkdgmyo_seg_0_10
"In the bedroom, the woman enters the next room calmly.","In the bedroom, the woman hurriedly enters the next room.",Ev5,cap2,v_9BHXzftnFGA_seg_10_20
A man in a white shirt quickly sets a rope on the ground.,The man in a white shirt deliberately sets the rope on the ground.,Ev5,cap1,v_i3yO0OagpNY_seg_70_80
A man with a beard is entering the doorway casually.,The man with a beard hastily enters the doorway.,Ev1,cap1,v_TFfe7ZgIVUc_seg_0_10
"In an open field, a man with short curly hair throws a man with short straight hair to the ground with one arm.","In the open field, the man with short curly hair throws the man with short straight hair to the ground with both hands.",Ev4,cap1,v_AWi8x9ctlps_seg_70_80
"In a house, the man in a red tie pushes the tissue away slowly.","In a house, a man in a red tie quickly pushes the tissue away.",Ev5,cap2,v_5FgtVXFRyTQ_seg_75_85
"Outside a garage, a woman in a pink jacket walks casually towards the garage.","Outside a garage, the woman in a pink jacket hurries towards the garage.",Ev5,cap1,v_9QIPuX7vf1U_seg_5_15
The old man with grey hair gently sets the phone down.,The old man with grey hair is setting the phone down forcefully.,Ev4,cap2,v_6FtMdJEg2ak_seg_70_80
"In an apartment, the man with dark hair grabs the phone receiver before answering it.","In an apartment, the man with dark hair grabs the phone receiver as he passes it to the man with white hair.",Ev5,cap2,v_6FtMdJEg2ak_seg_10_20
"Outside on the beach, the older man is breathing deeply.","Outside on the beach, the older man breathes air shallowly.",Ev3,cap1,v_pvni4Q-Xh7k_seg_40_50
"In a pasture, the man in a brown vest sits on a bench.","A man in a brown vest is sitting in a pasture, surrounded by hay.",Ev4,cap2,v_pwqOYWnLxBo_seg_65_75
"At the pool side, a lady in a bikini, lying on a fold-out, is adjusting her body to get comfortable.","At the pool side, the lady in a bikini laying on a fold out is tensing up as she adjusts her body.",Ev3,cap1,v_tAHCa87P8YI_seg_5_15
"The man in a black coat sits on a bench, looking contented.",The man in black coat sits impatiently on a bench.,Ev2,cap2,v_GKh4VG9YQ1Q_seg_10_20
"In a field in the woods, the man in a blue and red shirt lifts the woman in a black coat up from the ground to above his head with a sudden jerk.","In a field in the woods, a man in a blue and red shirt lifts a woman in a black coat up from the ground to above his head, holding her hands.",Ev5,cap2,v_BTZArvbmG_o_seg_135_145
A man in a white shirt sets a chair on the ground neatly.,A man in a white shirt is chaotically placing a chair on the ground.,Ev5,cap2,v_XPUqjed6k4s_seg_100_110
"In the truck bed, the boy with the blue shirt on talks to the man in the white apron sincerely.","In the truck bed, the boy with the blue shirt on is speaking mockingly to the man in the white apron.",Ev5,cap2,v_lYtc2lvkpTw_seg_135_145
The man with black hair sets the phone down on the counter with both hands free.,"A man with black hair sets the phone down on the counter, holding the receiver.",Ev4,cap2,v_jJ8rgMkWFWA_seg_100_110
"In an apartment, the man with white hair talks to the man with dark hair while pacing back and forth.","In an apartment, the man with white hair talks to the man with dark hair as he gazes out the window.",Ev1,cap2,v_6FtMdJEg2ak_seg_10_20
A woman wearing a purple shirt collapses onto her back on the floor.,A woman wearing a purple shirt collapses on her knees onto the floor.,Ev5,cap1,v_ea2fcCJ0_u0_seg_35_45
The man in a blue shirt grabs the big bowl on the counter with both hands.,A man in a blue shirt grabs a big bowl on the counter with one hand.,Ev2,cap2,v_UyOxOyfX4uM_seg_25_35
"In a hallway, a man in a black jacket is staring casually at the man in a white jacket.","In a hallway, the man in a black jacket stares intensely at the man in a white jacket.",Ev2,cap1,v_hA0OlCQLC0Q_seg_30_40
"Outdoors, a man in a blue shirt walks along a brick wall.","Outdoors, the man in a blue shirt walks forward across the grass.",Ev2,cap1,v_i3yO0OagpNY_seg_15_25
The man with a moustache effortlessly plays a game with a toy in his hands.,"A man with a moustache is trying to figure out the solution to a game, playing with a toy in his hands.",Ev5,cap2,v_V8Dm3OfSn4w_seg_35_45
"In a fort, a man in a white hat throws a knife to kill the guard on the left.","In the fort, the man in a white hat throws a knife to distract him, aiming at the guard on the left.",Ev4,cap1,v_i3yO0OagpNY_seg_5_15
"In a bedroom, the clean-shaven man in the suit is searchingly touching underneath a mattress with his hand.","In a bedroom, the clean shaven man in the suit touches underneath a mattress with his hand carelessly.",Ev1,cap1,v_bCAXuyqUJzs_seg_105_115
"In a room, a man falls quickly from the air down onto the ground.","In a room, a man falls slowly from the air down onto the ground.",Ev4,cap1,v_3_dGBLwXBIE_seg_30_40
"In the kitchen, the man standing wearing a plaid shirt nods with a serious expression.","In the kitchen, the man wearing a plaid shirt nods while smiling.",Ev2,cap2,v_8391icf7iLk_seg_110_120
The man in a blue shirt sets the black box down on the counter in anger.,The man in a blue shirt places the black box on the counter gently.,Ev4,cap1,v_SbP_EGRp9Kw_seg_135_145
"Holding a chicken in his mouth, the man with dark hair is closing the door behind him.",The man with dark hair closes the door behind him with his free hand.,Ev3,cap1,v_7HHCL1eRdVo_seg_70_80
"In a dressing room, the woman in a black outfit approaches the seat in front of her, wanting to sit down.","In a dressing room, the woman in a black outfit approaches the seat in front of her hesitantly.",Ev4,cap1,v_TzatMfqIf3A_seg_35_45
"In the bedroom, the curly haired guy looks down at the crouching guy with an amused expression.","In the bedroom, the curly haired guy looks down sternly at the crouching guy.",Ev1,cap2,v_bCAXuyqUJzs_seg_95_105
"In the pay phone booth, a man in a purple shirt quickly grabs a phone.","In the pay phone booth, a man in a purple shirt lazily grabs a phone.",Ev4,cap1,v_4uaPFQxS6pU_seg_90_100
"In a kitchen, a woman with straight blonde hair talks to a man in a grey shirt, standing with her back to him, staring off to the side with her hand by her mouth.","In a kitchen, the woman with straight blonde hair talks to the man in grey shirt with her back to him, gesticulating wildly.",Ev2,cap1,v_8bY4qPadkSo_seg_50_60
"Outside in the woods, a man quickly lifts a girl up from the floor to a standing position.","Outside in the woods, a man gently lifts a girl from the floor to a standing position.",Ev2,cap1,v_ovy6F76ip3M_seg_80_90
"In a parking garage type of building, two people approach the man in the water at a leisurely pace, moving forward.","In a parking garage type of building, two people are rushing forward to approach a man who is in the water.",Ev5,cap2,v_6cwIlJvjP6k_seg_85_95
"In an office, a man with a long dark beard and black clothes is looking seriously around the room.","In an office, the man with a long dark beard and black clothes looks around the room casually.",Ev1,cap1,v_xCQ2qh3Tu9o_seg_15_25
"In a bar, an old man is talking happily to the younger man in front of him.","In a bar, the old man speaks to the younger man in front of him gruffly.",Ev1,cap1,v_rsHK7n7hVBQ_seg_15_25
"In the dark entrapment, the woman with tattoos speaks nervously to the crowd.","In a dark entrapment, a woman with tattoos speaks majestically to the crowd.",Ev2,cap2,v_RyZ-saoiIzY_seg_25_35
"In a subway, a man in a black suit is holding the subway door open firmly with his hand.","In the subway, the man in a black suit holds the subway door open with his hand loosely.",Ev2,cap1,v_KoDrm4b6SH8_seg_125_135
"On a boat in the woods, the man with brown hair looks at the kid in a brown shirt next to him, shaking his head.","On a boat in the woods, a man with brown hair looks at a kid in a brown shirt next to him, nodding his head in agreement.",Ev4,cap2,v_gNT4N5W81Hc_seg_85_95
"In a parking lot, a woman with black hair stares nervously at the two men fighting in front of her.","In a parking lot, the woman with black hair stares calmly at the two men fighting in front of her.",Ev1,cap1,v_gpEiNwKpq1U_seg_50_60
"In a park, a man in black and a man with gray hair are struggling to kill each other.","In the park, the man in black and the man with gray hair struggle to help each other.",Ev4,cap1,v_rWLEdpLkmrc_seg_20_30
"In the desert, the police enter a gate slowly.","In the desert, the police quickly enter a gate.",Ev2,cap2,v_yQ62WM_w2iM_seg_105_115
"In the desert, a camo soldier is speaking urgently to a black helmet soldier.","In the desert, the camo soldier speaks calmly to the black helmet soldier.",Ev4,cap1,v_D83XRiOVARQ_seg_80_90
"In a house, collared shirt guy is walking casually to the left.","In the house, the collared shirt guy walks hastily to the left.",Ev1,cap1,v_ZruKu2N6nQw_seg_65_75
"Near a parking lot, the man in grey pants spins himself around with both feet.","Near a parking lot, a man in grey pants is spinning around on one leg.",Ev4,cap2,v_bt6-F11LZsQ_seg_25_35
"In a gray room, the blond man speaks to someone while avoiding eye contact.","In a gray room, a blond man speaks to someone while looking straight ahead.",Ev5,cap2,v_n9-Wk6ulBuA_seg_25_35
A man in black suit is aggressively grabbing the kid with brown hair by the shirt.,The man in a black suit gently grabs the kid with brown hair by the shirt.,Ev3,cap1,v_xMuWufwEZiA_seg_15_25
"In the store, the dark haired man gently lifts the red headed woman from kneeling on the floor to the shelf of products.","In a store, a dark-haired man lifts a red-headed woman, who had been kneeling on the floor, up to a shelf of products, as if she had thrown herself backwards into him.",Ev5,cap2,v_1shru4620TE_seg_30_40
"Outside, the man in a tan jacket moves himself forward slowly.","Outside, the man in a tan jacket quickly moves forward.",Ev4,cap2,v_MnosttqGIfw_seg_145_155
"In the house, the man with short dark hair speaks to the man with a full beard while taking a step forward.","In a house, a man with short dark hair is speaking to a man with a full beard as he backs away.",Ev5,cap2,v_n-omBTsCIDE_seg_15_25
"A man with black hair is grabbing the phone with both hands, around the sides.",The man with black hair grabs the phone around the sides with just one finger.,Ev3,cap1,v_jJ8rgMkWFWA_seg_100_110
"On a battlefield, the man in a white hat speaks calmly to the man in a red hat.","On the battlefield, the man in the white hat is speaking urgently to the man in the red hat.",Ev4,cap2,v_3bo6h-7ryfE_seg_20_30
The man in a white coat hastily sets the food on a plate.,A man in a white coat is carefully setting food on a plate.,Ev3,cap2,v_eF9nKXO2Zdg_seg_130_140
"In a snowy field surrounded by mountains, a woman in black with long black hair is flying randomly upwards.","In a snowy field surrounded by mountains, the woman in black with long black hair flies up smoothly.",Ev3,cap1,v_cP7WEGuVwig_seg_70_80
"At the edge of the mountain, the woman in a blue coat stands to take a selfie.","A woman in a blue coat is standing at the edge of a mountain, ready to rescue someone.",Ev3,cap2,v_UepHO767tO8_seg_75_85
"Around the side of a building, the man in a black vest talks to a group of people with a smile.","Around the side of a building, the man in a black vest talks to a group of people while holding a rifle.",Ev1,cap2,v_XxWjAkr7ujk_seg_50_60
"Across the room, the blonde woman is facing off aggressively against the curly-haired woman.","Across the room, the blonde woman faces the curly-haired woman diplomatically.",Ev3,cap1,v_DbORPqtzyx4_seg_0_10
"Next to the sink, the girl with short brown hair talks to the blonde girl while doing her nails.","Next to the sink, a girl with short brown hair is talking to a blonde girl while holding a pregnancy test.",Ev3,cap2,v_0uYmyOuu5xs_seg_0_10
"On a street beside a building, a figure in the distance walks forwards with eyes fixed ahead.","On a street beside a building, a figure in the distance walks forwards, looking to the side.",Ev3,cap2,v_XxWjAkr7ujk_seg_50_60
"On the street, the younger woman approaches the older woman calmly and speaks to her.","On the street, a younger woman runs up to an older woman to speak to her.",Ev2,cap2,v_SW-1sk_U8vU_seg_125_135
"On a balcony, the man in a black suit walks forward slowly.","On a balcony, the man in a black suit is walking forward briskly.",Ev1,cap2,v_kEnK0ZdMThc_seg_0_10
"In a futuristic dark room, the large bald man is steadily approaching the man on the floor with purpose.","In a futuristic dark room, the large bald man approaches the man on the floor hesitantly.",Ev1,cap1,v_nr1sLngjJXQ_seg_35_45
The woman wearing a tan jacket sits on a couch outdoors.,A woman wearing a tan jacket is sitting on a couch inside a building.,Ev5,cap2,v_d2vcACp2hNw_seg_10_20
"In a bank, a man in a long gray coat walks casually away from the counter.","In a bank, the man in a long gray coat hurries away from the counter.",Ev3,cap1,v_Md0LvQ9gANc_seg_0_10
"In a bedroom, the clean-shaven man in the suit walks slowly and casually to his right.","In a bedroom, the clean shaven man in the suit walks to his right briskly.",Ev4,cap1,v_bCAXuyqUJzs_seg_105_115
"In the house, a man is walking out the door to help the man in a suit escape.","In the house, the man walks out the door in an attempt to hinder the man in suit.",Ev4,cap1,v_mtkuDgE-qOI_seg_80_90
"In a room with brick walls, a man in a brown coat is talking to a man in a blue shirt in a frustrated tone.","In a room with brick walls, the man in a brown coat talks to the man in a blue shirt enthusiastically.",Ev3,cap1,v_djv5gGXEyXo_seg_80_90
"On the stage of an auditorium, the man in a suit targets the audience with a warm smile.","On the stage of an auditorium, the man in a suit is targeting the audience in a threatening manner.",Ev1,cap2,v__X6dHrTceEE_seg_60_70
"Outside in the snow, the man with red on and the girl in plaid are struggling, embracing each other.","Outside in the snow, a man with red on and a girl in plaid are engaged in a fierce struggle.",Ev3,cap2,v_cP7WEGuVwig_seg_105_115
"On the side of a mountain, the man in a grey long sleeved shirt hangs himself from a rope with confidence.","On the side of a mountain, a man in a grey long-sleeved shirt is hanging himself from a rope, fearful.",Ev4,cap2,v_Q0gx_D--iDw_seg_65_75
"In a hallway, the man in black speaks urgently to the woman in white.","In a hallway, the man in black speaks calmly to the woman in white.",Ev4,cap1,v_y2wupV34DRk_seg_35_45
"In a phone booth, a man with brown hair stares forward with concern on his brow at a bullet hole.","In the phone booth, the man with brown hair stares forward at the bullet hole with a smirk.",Ev1,cap1,v_88YBTmbAaoY_seg_15_25
"Outside, a man in a red and blue suit looks distractedly at a helicopter behind him.","Outside, a man in a red and blue suit looks observingly at a helicopter behind him.",Ev3,cap2,v_dR3cjXncoSk_seg_90_100
"In a bedroom, the man stares down at the ground, trying to avert his eyes.","In a bedroom, the man stares fixedly down at the ground.",Ev2,cap1,v_FE8xpnLMZlU_seg_60_70
"The man and woman hold hands by their sides, seemingly trying to push away.","A man and a woman are holding hands by their sides, staying together.",Ev5,cap2,v_AHHH770W4Wk_seg_75_85
"In a snowy mountainous area, a black wolf is walking aggressively forward.","In a snowy mountainous area, the black wolf walks forward calmly.",Ev1,cap1,v_cP7WEGuVwig_seg_0_10
The man carelessly sets a gun part on a table.,The man carefully sets a gun part on a table.,Ev2,cap2,v_pNJRoSfVZxo_seg_25_35
"In the bedroom, the woman calmly opens the door.","In the bedroom, the woman hurriedly opens the door.",Ev4,cap2,v_9BHXzftnFGA_seg_10_20
"Outside by a lake, the woman with blonde hair and the man in a yellow shirt lift the dead body from the ground up into the air, each working individually.","Outside by a lake, a woman with blonde hair and a man in a yellow shirt are lifting the dead body up from the ground into the air together.",Ev5,cap2,v_QaNag38SNno_seg_100_110
The woman in a pink shirt sets the boy in a dark blue coat on the bed gently.,A woman in a pink shirt sets the boy in a dark blue coat on the bed after carrying him.,Ev3,cap2,v_JqyCEV_iACo_seg_95_105
"Outside a building, a bald man carrying a shovel is approaching forward towards the light.","Outside a building, the bald man approaches toward the light, moving forward empty-handed.",Ev4,cap1,v__U_s1OKHnlU_seg_0_10
"At the riverside, the boy holding a sword rises from lying on the ground to his knees, looking at his hand.","At the riverside, the boy holding a sword rises from lying on the ground to his knees, gazing into the distance.",Ev4,cap1,v_mLl9jkYywZY_seg_60_70
"After dropping the backpack, the boy with the striped vest grabs a device from on top of the pile.","While still holding the plastic bag, a boy with a striped vest is grabbing a device from the top of the pile.",Ev3,cap2,v_5lqvuMwYODI_seg_80_90
"Inside a house, a woman wearing a hat walks forward, setting down her handbag.","Inside a house, the woman wearing a hat walks forward, glancing around.",Ev5,cap1,v_cEJhVm0TJUQ_seg_0_10
"At the entrance, the man in a gray suit walks forward quickly and confidently.","At the entrance, a man in a gray suit walks slowly and annoyed, moving forward.",Ev5,cap2,v_zDQHwzF1n4U_seg_125_135
"In a trailer home, a kid with blonde hair is looking at a man in a gray shirt in front of her, covering her ears.","In a trailer home, the kid with blonde hair looks at the man in a gray shirt in front of her with a smile.",Ev3,cap1,v_0ShWGyC408I_seg_105_115
"In a store, a woman in a blue shirt is casually taking bread from a shelf.","In a store, the woman in a blue shirt hurriedly takes bread from a shelf.",Ev4,cap1,v_bZq6Gv7rP0w_seg_75_85
"At the rock concert in hell, the man with no shirt on moves to the other side of the room with a confident stride, walking forward.","At a rock concert in hell, the man with no shirt on is moving forward with fear in his eyes to the other side of the room.",Ev4,cap2,v_pIvTIG3tWok_seg_200_210
"In a home, the man in a blue shirt is staring sternly up at the door.","In a home, the man in a blue shirt stares up at the door with a curious expression.",Ev4,cap1,v_0ShWGyC408I_seg_95_105
"Outside, a man wearing all black is looking at the building in front of him, breathing heavily.","Outside, a man wearing all black looks at a building in front of him with a smile.",Ev1,cap1,v_jf_-d13-UNw_seg_0_10
"Indoors, the man with short hair stares down at the woman with dark hair with a calm expression.","Indoors, a man with short hair, covered in blood, is staring down at a woman with dark hair.",Ev3,cap2,v_h__j2aPe63w_seg_50_60
