cap1,cap2,ev,gt,video_id
"In a trailer, the man wearing a gray shirt looks to the right at a child sitting on a sofa with concern.","In the living room area of a trailer, the man wearing a gray shirt looks sadly to the right at the woman sitting at a table.",Ev3,cap1,v_8bY4qPadkSo_seg_20_30
"In a kitchen, a happy man smiling is laughing happily.","In the kitchen, the man smiling is slowly rubbing the food on a grate.",Ev2,cap1,v_XYwGKDK87DI_seg_5_15
"At ringside, the man in a white shirt is talking calmly to the men fighting in the ring.","At a boxing match, a man in a white shirt is shouting at the men fighting in the ring.",Ev1,cap2,v_lu2-RuTwlto_seg_120_130
"Outside a building, a green goblin creature is purposely throwing a ball toward the building.","Outside on a city street, the green goblin creature is crushing a police car.",Ev5,cap1,v_K_a1_SO8hu0_seg_40_50
"Inside a car, a man with short hair speaks to a woman as he drives at high speed.","Outside next to building, the man with short hair is nodding, moving his head up and down.",Ev5,cap1,v_1YrG1iLwEWk_seg_5_15
"On an airplane, the man wearing a tan jacket is glancing behind him at the wall while holding on.","On an airplane, the man wearing a tan jacket points to other people standing at his side.",Ev4,cap2,v_3IZVz7ukKyU_seg_40_50
A man wearing a coat with a furry collar is hitting a man with curly hair mightily on the buttock with a metal object.,"In the balcony of a castle, the man wearing a coat with a furry collar is peeking down.",Ev5,cap1,v_Tsk9gCcchg8_seg_90_100
"In a building, a man in a white shirt is slowly opening a door.","In a building, a man in a white shirt is eating a bar.",Ev5,cap2,v_XPUqjed6k4s_seg_40_50
"In a tent, the boy in a t-shirt is looking curiously around at the area near him.","In a jungle, a boy in a t-shirt is examining his body curiously.",Ev1,cap1,v_VtEOGd7tD9o_seg_0_10
"Kneeling, the woman in blue is talking casually to the man dressed like a woman.","In the bedroom, the woman in blue is shaking him, the man dressed like a woman, weakly.",Ev1,cap1,v_jJ8rgMkWFWA_seg_35_45
"Next to a car, a man wearing a coat with a furry collar is hoisting a man with curly hair up.","In the balcony of a castle, the man wearing a coat with a furry collar is peeking down.",Ev1,cap1,v_Tsk9gCcchg8_seg_90_100
"On the front porch, an old man is speaking to himself, looking confused.","In the front doorway, the old man is opening the door with a big smile.",Ev3,cap1,v_BFeuE0wAHnI_seg_0_10
"In a recording studio, the man in the skull cap is laughing with happiness.",The man in the skull cap enters the office room decisively and quickly.,Ev1,cap2,v_ByNjiy8-j8g_seg_45_55
"Inside a building, the man in suit is backing himself backwards.","Inside a building, the man in suit is walking forward in anger.",Ev4,cap2,v_bx50ueZJgns_seg_95_105
"Outside, the man in a grey shirt is turning his body clockwise.","Outside, a man in a grey shirt is staring straight at the incoming traffic, looking ready.",Ev1,cap1,v_XxWjAkr7ujk_seg_35_45
A man in a black shirt is dancing while balancing on a wooden trailer.,"A man in black shirt grabs his hat off his head, intending to hit the horses so they run away.",Ev2,cap2,v_yQ62WM_w2iM_seg_115_125
"In a vehicle, the man in brown is closing the door slowly.","Outside in the dark, a man in brown is walking slowly.",Ev4,cap2,v_Y77zaw13B_8_seg_30_40
"In the staircase, a woman with tattoos is running down the hallway forward to get away.","In a dark entrapment, a woman with tattoos speaks majestically to the crowd.",Ev2,cap2,v_RyZ-saoiIzY_seg_25_35
"In a warehouse, the man in a jean jacket is relaxing while watching tv.","In an apartment, the man in a jean jacket is gulping beer from a can.",Ev1,cap2,v_MI0ZlakXWFM_seg_30_40
"In a house, the woman in blue pants is walking slowly to the stairs.","In a house, a woman in blue pants stands along the staircase, looking up at a man in a green shirt.",Ev4,cap2,v_Mkkd7taPqEY_seg_0_10
"In an outdoor seating area, a man in a suit is walking slowly past the chair.","In an outdoor seating area, the man in suit looks with concern up and to his left at the blond woman.",Ev5,cap2,v_JcAdeY9KlpE_seg_70_80
"In the bathroom, a woman with dark hair responds.","In the bathroom, the woman with dark hair is speaking while she's upset.",Ev2,cap1,v_0mmSi-63Y9U_seg_15_25
"In a large cavernous space, rows of lights look downwards while leaning over the edge, as if looking towards something.",Rows of lights on the wall are glowing softly.,Ev1,cap2,v_B_DMSu-NVZ8_seg_105_115
"In a trailer, a man wearing a gray shirt looks forward wordlessly at a woman sitting at a table.","In the living room area of a trailer, the man wearing a gray shirt looks sadly to the right at the woman sitting at a table.",Ev4,cap1,v_8bY4qPadkSo_seg_20_30
"In a bedroom, a man with a green sweater is looking up at the ceiling because he can't sleep.","In a bedroom, a man with a green sweater is looking at the man with no shirt on in front of him, talking to him.",Ev5,cap2,v_ap9g2vR32Vg_seg_10_20
"Outside his home, the man in a camo vest is opening the gate quickly.","Next to a fence, the man in a camo vest is pointing down at the camera man.",Ev4,cap2,v_XxWjAkr7ujk_seg_25_35
"Outside, a man in a white suit is walking slowly forward.","A man in a white suit is grabbing a woman in a yellow dress, pulling her in by the arm.",Ev3,cap2,v_4B0FFnkSCuM_seg_0_10
"Inside a building, the man in suit is backing himself backwards.","Inside a building, a man in suit is speaking angrily to a man in a black shirt.",Ev2,cap2,v_bx50ueZJgns_seg_95_105
"In a building, the man in a blue shirt and dark long sleeves walks comfortably through the corridor.","In a building, the man in a blue shirt and dark long sleeves is walking out of an office, clenching a paper.",Ev3,cap1,v_LTqaoTSCTc0_seg_80_90
"In an old village, a man in a white shirt looks forward at a fight with a stern face.","In the old village, a man in a white shirt is shooting a bullet through the body of a man in cowboy pants.",Ev1,cap1,v_nQIfRCUlfz4_seg_60_70
"Outside next to building, the man with short hair is nodding, moving his head up and down.","Inside a car, a man with short hair is speaking over the phone to a woman.",Ev2,cap2,v_1YrG1iLwEWk_seg_5_15
"Outside the building, the couple is watching the police officer, who is laughing.","Inside a car, a couple looks to their right through the car window at a leprechaun.",Ev4,cap2,v_j67MZXY33c0_seg_105_115
"Outside the mansion, the woman rings the doorbell.","Outside a mansion, a woman looks into a man's eyes to see if he's okay.",Ev5,cap2,v_RDdc0-JD8Dk_seg_0_10
"In the desert, a man in a red head wrap is pushing a man with a blue head wrap to the right with a shove.","In the desert, a man in a red head wrap is shouting to the man in a gray jacket.",Ev4,cap1,v_dDQ0rUdj0KM_seg_110_120
"In the desert, a man in a red head wrap is pushing a man with a blue head wrap to the right with a shove.","In the desert, a man in a red head wrap is shouting to the man in a gray jacket.",Ev4,cap1,v_dDQ0rUdj0KM_seg_110_120
"In a building, the man in a blue shirt and dark long sleeves is walking out of an office, clenching a paper.","In a building, a man in a blue shirt and dark long sleeves walks through the corridor, eating a snack.",Ev2,cap2,v_LTqaoTSCTc0_seg_80_90
"In an office, a woman in a grey suit is interviewing a man in a black suit.","In an office, the woman in the grey suit is drinking wine from a glass while she is thinking.",Ev1,cap1,v_Je4QCA5KCuc_seg_80_90
"Outside a home, a man in a camo vest is walking casually alongside the fence.","Outside his home, the man in a camo vest is opening the gate quickly.",Ev2,cap1,v_XxWjAkr7ujk_seg_25_35
A man in a black suit is checking the watch on his wrist.,"In a room, the man in a black suit looks forward at the man in a purple shirt with interest.",Ev4,cap1,v_tPy34tjLOyk_seg_110_120
"In a diner, the man is opening the door as he exits.","In a diner, the man is closing the door behind him.",Ev5,cap2,v_jlcZPO2FhGE_seg_90_100
"On the roof, the man is charging after the miniplane.","On the roof, the man is driving the miniplane along the roof in an attempt to fly away.",Ev4,cap1,v_5lqvuMwYODI_seg_105_115
"In the saloon, the man in red is listening seriously.","In a saloon, the man in red is speaking to his friends.",Ev5,cap1,v_LVvJj9sDilQ_seg_50_60
"In a room, the redheaded woman smiles widely at the man in a tan robe.","In a room, the redheaded woman is removing the glasses from the face of the man in a tan robe.",Ev3,cap1,v_t8HQInlblys_seg_75_85
"In a snowy field surrounded by mountains, a man in dark clothes with no cape is running forward across the snowy field towards the man with a black and red cape.","In a snowy field surrounded by mountains, a man in dark clothes without a cape catches a woman in black with long black hair, who is being thrown or handed to him by a man wearing a black and red cape.",Ev4,cap2,v_cP7WEGuVwig_seg_70_80
"Outside a house, a woman with long hair is speaking angrily to a man with red hair.","Away from the victim, the woman with long hair is pulling the girl in a short sleeve shirt by her arm.",Ev1,cap1,v_hw8D5KSx5p4_seg_45_55
"In the weeds, the man with dark hair looks up at the man standing in front of him with fear.","In the weeds, a man with dark hair is pulling the shirt around his own neck back.",Ev5,cap1,v_q3Vvto0REuc_seg_30_40
"On the roof, the man is watching the miniplane with an annoyed expression.","On the roof, the man is driving the miniplane along the roof in an attempt to fly away.",Ev5,cap1,v_5lqvuMwYODI_seg_105_115
"On the street, the man in red is swerving back and forth.",A man in red is driving the van down the road while smoking.,Ev4,cap2,v_nUpmxMzBCjk_seg_65_75
"On the front porch, the old man shrugs his shoulders.","In the front doorway, the old man is opening the door with a big smile.",Ev2,cap1,v_BFeuE0wAHnI_seg_0_10
"At the fort, cowboy hat guy is gazing intensely towards the screen at the horsemen.","At the fort, cowboy hat guy is riding his horse to the left while gathering.",Ev1,cap1,v_yWP5eC822Ac_seg_180_190
"In an office, a woman in a grey suit is following a man in a black suit.","In an office, the woman in the grey suit is drinking wine from a glass while she is thinking.",Ev2,cap1,v_Je4QCA5KCuc_seg_80_90
"In a small room, the man with a gun is talking beseechingly to his captor.","In a small room, a man with a gun stares in disbelief across the room at the captor and prisoner.",Ev5,cap2,v_jKPc2IbQQOQ_seg_140_150
"Inside a house, a woman in a sleeveless blouse is staring speechlessly at the woman with black hair and a handbag standing in front of her.","In a bathroom, the woman in a sleeveless blouse is bending down, curving her back to impale herself on a glass shard.",Ev5,cap1,v_7VV6BZWittk_seg_100_110
"On a large boat or ferry, the man in the hooded shirt is throwing a man and his motorcycle harshly across the dock.",The man in the hooded shirt is frantically grabbing a yellow piece of metal off the floor.,Ev1,cap2,v_ORrQKFliVLM_seg_20_30
"In a pasture, a man in a brown vest is jumping up.","In a pasture, the man in a brown vest is brushing something off upwards.",Ev5,cap2,v_pwqOYWnLxBo_seg_65_75
"In the office, an old man with grey hair is leaving the office.",The old man with grey hair is setting the phone down forcefully.,Ev4,cap2,v_6FtMdJEg2ak_seg_70_80
"In a house, a woman in blue pants walks down a hallway while holding a bag.","In a house, the woman in blue pants is walking slowly to the stairs.",Ev1,cap1,v_Mkkd7taPqEY_seg_0_10
"In a recording studio, the man in the skull cap is laughing with happiness.","In an office room, the man in the skull cap is pushing the man in the black coat/vest roughly onto the desk.",Ev3,cap2,v_ByNjiy8-j8g_seg_45_55
"In an auditorium, two men in suits are forcefully pushing a boy, who is being held, downward.","In an auditorium, two men in suits are targeting them in a threatening manner.",Ev2,cap1,v__X6dHrTceEE_seg_60_70
"In a room, the man in a black suit looks forward at the man in a purple shirt with interest.","In a room, a man in a black suit asks.",Ev3,cap2,v_tPy34tjLOyk_seg_110_120
"In the balcony of a castle, the man wearing a coat with a furry collar is peeking down.",A man wearing a coat with a furry collar quickly grabs a metal thing from the car.,Ev4,cap2,v_Tsk9gCcchg8_seg_90_100
"In the house, the man in the tower is rushing to open the door.","Outdoors, a man in a tower is shooting a cannon at the townspeople in the direction of the town.",Ev3,cap2,v_i3yO0OagpNY_seg_115_125
"In a pasture, a white horse is jumping up.","In a pasture, the white horse is brushing something off upwards.",Ev1,cap1,v_pwqOYWnLxBo_seg_65_75
"In a store, a sheep peeks to the left.","On the sidewalk, the sheep is running forward.",Ev1,cap1,v_w-A750XbFAo_seg_90_100
"By a cliffside, the helicopter continues to hover.",The helicopter is struggling to stay balanced in the air.,Ev4,cap1,v_3IZVz7ukKyU_seg_10_20
"On the street, the man in red is swerving back and forth.","In a van, the man in red smiles at the rearview mirror while driving.",Ev1,cap2,v_nUpmxMzBCjk_seg_65_75
"In a grand hall, the guy in glasses is aiming his wand at the man with a bald head.","In a grand hall, a guy in glasses is watching the man with gray hair nervously.",Ev2,cap2,v_u8QMY9JKlDk_seg_45_55
"Inside a building, the person with tattoos on his face is looking at the man in suit across the room with a blank stare.","Inside a building, a person with tattoos on his face is staring straight ahead with evil eyes.",Ev5,cap2,v_bx50ueZJgns_seg_95_105
"In an office, the woman with brown hair is clasping her hands.","In an office building, the woman with brown hair quickly enters an office.",Ev3,cap1,v_V3EpNkdgmyo_seg_0_10
"In a prison cell, the bald man is laughing loudly at the man wearing a hat.","In a prison cell, a bald man is talking to a man in a black jacket, face to face.",Ev4,cap2,v_riDe28hGBuo_seg_10_20
"In the staircase, a woman with tattoos is running down the hallway forward to get away.","In a dark entrapment, a woman with tattoos gazes majestically forward into the abyss.",Ev1,cap2,v_RyZ-saoiIzY_seg_25_35
"Outside, a man in a white suit is walking slowly forward.","Outside, a man in a white suit is romantically holding a woman in a yellow dress closely, as if to kiss her.",Ev5,cap2,v_4B0FFnkSCuM_seg_0_10
"In a vehicle, the man in brown is closing the door slowly.","Outside in the dark, a man in brown is walking slowly.",Ev5,cap2,v_Y77zaw13B_8_seg_30_40
"Sitting at a table, the chef with a shaved head is eating sushi.",The chef with a shaved head is eating soup from a cup on the counter.,Ev5,cap1,v_XYwGKDK87DI_seg_20_30
"In a bedroom, the man is shaking his head, looking confused.","On the roof, the man is driving the miniplane along the roof in an attempt to fly away.",Ev1,cap1,v_5lqvuMwYODI_seg_105_115
"In a warehouse, the man in a jean jacket is relaxing while watching tv.","In a warehouse, the man in a jean jacket is gulping beer from a can.",Ev2,cap2,v_MI0ZlakXWFM_seg_30_40
"Outside, a man in brown is walking slowly.","In a vehicle, the man in brown is closing the door slowly.",Ev3,cap1,v_Y77zaw13B_8_seg_30_40
"In a kitchen, the chef is focusing on cooking the food.","In a market, the chef is walking forward casually.",Ev5,cap1,v_ovD51p3YDFk_seg_80_90
"On the street, a man in an elastic suit is squinting at a man who is stealing a bike.","On a crowded sidewalk, a man in an elastic suit is cycling forward.",Ev3,cap1,v_r8-BFx3xFJ4_seg_55_65
"In a car, a boy wearing glasses is speaking to a girl with blonde hair while he drives.",A boy wearing glasses hits the man with dark hair in the face with his own fist.,Ev4,cap1,v_RWYM4Npp9rI_seg_190_200
"The man's left hand hits the man in black on the head with a sword, using a large swing.","Inside a castle, the man is giving a weapon from his left hand to his right hand.",Ev4,cap2,v_FX4J_vERu9I_seg_140_150
"In a large cavernous space, a man in a white shirt is preparing himself to move backwards.","On the wall, the man in a white shirt is glowing softly.",Ev3,cap1,v_B_DMSu-NVZ8_seg_105_115
"On the street, a man in red is driving a van recklessly down the road.","On the street, the man in red is swerving back and forth.",Ev2,cap1,v_nUpmxMzBCjk_seg_65_75
"In a room, the man in a black suit looks forward at the man in a purple shirt with interest.","In a room, a man in a black suit is opening the door with a concerned look.",Ev2,cap2,v_tPy34tjLOyk_seg_110_120
"In a room, a redheaded woman is speaking to a man in a tan robe, face to face.","In a room, the redheaded woman is removing the glasses from the face of the man in a tan robe.",Ev5,cap1,v_t8HQInlblys_seg_75_85
A group of people is dancing and balancing inside a wooden trailer.,"A group of people grabbed his hat off his head, apparently to hit the horses so they would run away.",Ev1,cap1,v_yQ62WM_w2iM_seg_115_125
"Inside the house, a man in a blue shirt is cleaning a chair.","Outside on the grass, the man in a blue shirt is rolling his body over.",Ev4,cap1,v_zDQHwzF1n4U_seg_65_75
"In a lab room, the man with a full head of hair jumps up towards the table.","In a lab room, a man with a full head of hair throws a black object across the room in desperation.",Ev5,cap2,v_RWYM4Npp9rI_seg_40_50
"Outdoors, a man in a tower is shooting a cannon toward the house at a man with a mustache.","In the house, the man in the tower is rushing to open the door.",Ev2,cap1,v_i3yO0OagpNY_seg_115_125
A redheaded woman abruptly enters a room.,"In a room, the redheaded woman is removing the glasses from the face of the man in a tan robe.",Ev1,cap1,v_t8HQInlblys_seg_75_85
"On the street, the man in red is swerving back and forth.","On the street, the man in red is driving a van recklessly down the middle of the road.",Ev5,cap2,v_nUpmxMzBCjk_seg_65_75
"Next to a car, a man wearing a coat with a furry collar is removing sunglasses from a man with curly hair.","In the balcony of a castle, the man wearing a coat with a furry collar is peeking down.",Ev2,cap1,v_Tsk9gCcchg8_seg_90_100
"On a boat in the ocean, a man in a light-colored shirt is turning the steering wheel in a circle to steer the boat around.","In the ocean, the man in a light colored shirt is swimming forward through the water.",Ev4,cap1,v_CwdGYMM2bHM_seg_150_160
"In a room above a large cavernous space, the man in a white shirt is climbing down the wall.","On the wall, the man in a white shirt is glowing softly.",Ev5,cap1,v_B_DMSu-NVZ8_seg_105_115
"On the front porch, an old man is knocking down on the door with his fist.","In the front doorway, the old man is opening the door with a big smile.",Ev1,cap1,v_BFeuE0wAHnI_seg_0_10
"In a bedroom, the man in a black coat is looking down at the bed, searching for something.","In a bedroom, a man in a black coat is stabbing a woman with brown hair.",Ev5,cap2,v_ea2fcCJ0_u0_seg_20_30
"In a room, the redheaded woman is closing the door behind her.","In a room, the redheaded woman is removing the glasses from the face of the man in a tan robe.",Ev2,cap1,v_t8HQInlblys_seg_75_85
"In a kitchen, the chef is blowing air forward.","In a market, the chef is walking forward casually.",Ev4,cap1,v_ovD51p3YDFk_seg_80_90
"In a trailer, a blonde haired woman in a red jacket punches another man in the face.","In front of a door near a tv, a blonde-haired woman in a red jacket roughly grabs a young man in a grey sweatshirt.",Ev3,cap2,v_0ShWGyC408I_seg_85_95
"In a jungle, a boy in a t-shirt is examining his body curiously.","In the jungle, the boy in a t-shirt is exiting the tent.",Ev2,cap2,v_VtEOGd7tD9o_seg_0_10
"On a boat in the ocean, a man in a light-colored shirt is shouting to a man in a green hat.","In the ocean, the man in a light colored shirt is swimming forward through the water.",Ev5,cap1,v_CwdGYMM2bHM_seg_150_160
"In the bedroom, the man in a brown vest turns his head down towards the woman in bed.","In a bedroom, the man in a brown vest is pushing the door open violently.",Ev5,cap2,v_K58cPYCTiPM_seg_120_130
"In a field, the prisoner in red is dragging the prisoner in white forward to transport him.",The prisoner in red is hiding behind a bush.,Ev3,cap2,v_-5twCD8tAMc_seg_60_70
"In the office, desk guy is walking to the right, looking worried.","In an office, desk guy is gesturing at the secretary.",Ev2,cap2,v_gK06H6EpKP4_seg_80_90
"Outside, a man in a white suit is walking slowly forward.",A man in a white suit is romantically kissing a woman in a yellow dress on the lips.,Ev4,cap2,v_4B0FFnkSCuM_seg_0_10
"In the kitchen, the blonde woman turns herself around to speak to the man.","Inside the house, the blonde woman is listening to the phone quietly.",Ev3,cap1,v_DIlHR2SWW9E_seg_110_120
"In an office building, the woman with brown hair quickly enters an office.","In an office, the woman with brown hair reaches out her hand to shake hands.",Ev2,cap2,v_V3EpNkdgmyo_seg_0_10
"Within the office room, a group of three people enters the office room decisively and quickly.","In a recording studio, a group of three people laughs with happiness.",Ev5,cap2,v_ByNjiy8-j8g_seg_45_55
"In a hallway, the man in black and the blonde woman are running forward down the hallway to reach the lab.","In a lab, the man in black and the blonde woman are removing the attachments from each other's arms.",Ev5,cap1,v_RyZ-saoiIzY_seg_15_25
"In a market, the chef is walking forward casually.","In a kitchen, a chef is carefully cutting a fish with a knife.",Ev3,cap2,v_ovD51p3YDFk_seg_80_90
"In the forest, the canoes are jumping forward.",The canoe is sailing forward.,Ev3,cap2,v_QNCuoEO3jFY_seg_100_110
"In the middle of the road, the man tied up on a motorcycle gestures at the car's driver.","The man tied up on the motorcycle is grabbing the driver of the car by his hair, reaching his hand down into the car.",Ev3,cap1,v_eWuiIzqZryQ_seg_20_30
A woman in a leather jacket is carrying an unidentifiable person toward the car to get them to the car.,"On the street, the two men in leather jackets are startled by a woman in a leather jacket.",Ev3,cap2,v_NEg6faTj_co_seg_115_125
More police are shutting the gate behind him quickly.,"In the desert, more police quickly enter the gate.",Ev4,cap2,v_yQ62WM_w2iM_seg_105_115
A woman in a leather jacket is carrying an unidentifiable person toward the car to get them to the car.,"On the street, a woman in a leather jacket coughs.",Ev2,cap2,v_NEg6faTj_co_seg_115_125
The camera is setting a box carefully on the sidewalk.,The camera pans upward to show the building in front of it.,Ev5,cap2,v_JZZnBoruCik_seg_65_75
The man grabs the blanket that's on his body to get out of bed.,"On the roof, the man is driving the miniplane along the roof in an attempt to fly away.",Ev2,cap1,v_5lqvuMwYODI_seg_105_115
"In the living room, an old woman is talking to a worker rolling out a cart as she walks towards him.","Inside a house, an old woman is talking calmly to the worker who is rolling out the cart.",Ev5,cap1,v_Z8vCm7TUK8c_seg_35_45
A man in a black shirt quickly grabs a gun from the wooden trailer.,A man in a black shirt is dancing while balancing on a wooden trailer.,Ev4,cap1,v_yQ62WM_w2iM_seg_115_125
"Outside a barn, a man in a plaid shirt is talking to a girl in a red shirt while pointing.","Crouching down, a man in a plaid shirt grabs a machete from the toolbox.",Ev1,cap1,v_gZSxqyNDZvw_seg_10_20
"Inside a crane, the man in a white robe is shouting.","Outside at night, a man in a white robe is cheering excitedly.",Ev5,cap2,v_c_TXof1C-OI_seg_40_50
"Outside a mansion, a woman opens the door to see who's there.","Outside the mansion, the woman rings the doorbell.",Ev3,cap1,v_RDdc0-JD8Dk_seg_0_10
"In an arena, a woman in a dress is fighting a bald man.","In an arena, a woman in a dress is nervously worrying about the fight.",Ev2,cap2,v_zCLyLBrugD0_seg_60_70
"On a crowded sidewalk, a man in an elastic suit is cycling forward.","On the street, a man in an elastic suit is swinging forward from a roped web.",Ev5,cap2,v_r8-BFx3xFJ4_seg_55_65
"Above the city, the girl is screaming fearfully as she falls.","The girl is holding the boy in her hand, keeping him from falling by grasping him below her.",Ev3,cap2,v_v2KtG9kFZOI_seg_85_95
"At the top of buildings, a man in an elastic suit is leaping up and forward to travel over them.","On a crowded sidewalk, a man in an elastic suit is cycling forward.",Ev1,cap1,v_r8-BFx3xFJ4_seg_55_65
"Inside the house, the man in a blue shirt is rubbing the chair with a vacuum in strokes.","Outside on the grass, the man in a blue shirt is rolling his body over.",Ev3,cap1,v_zDQHwzF1n4U_seg_65_75
"In the bedroom, the woman in blue is shaking him, the man dressed like a woman, weakly.","In a bedroom, a woman in blue is speaking casually to a man dressed like a woman.",Ev2,cap2,v_jJ8rgMkWFWA_seg_35_45
"Inside his apartment, the shirtless man in white underwear opens the apartment window swiftly.","Outside an apartment building, the shirtless man in white underwear is hanging his body frantically from a metal pole.",Ev2,cap1,v_fX4XAbCTdYs_seg_55_65
"In the kitchen, the man smiling is slowly rubbing the food on a grate.","In a kitchen, a happy man is speaking to someone out of view.",Ev1,cap2,v_XYwGKDK87DI_seg_5_15
"Inside a house, an old woman is speaking calmly to a worker with dark hair.","Inside a house, an old woman is talking calmly to the worker who is rolling out the cart.",Ev2,cap1,v_Z8vCm7TUK8c_seg_35_45
"Crouching down, a man in a plaid shirt grabs a machete from the toolbox.","Outside a barn, the man in a plaid shirt looks to his side at the girl in a red shirt as she walks away.",Ev5,cap2,v_gZSxqyNDZvw_seg_10_20
"Outside, a man in a white suit is walking slowly forward.","Outside, a man in a white suit is staring in anticipation at a woman in a yellow dress standing in front of him.",Ev2,cap2,v_4B0FFnkSCuM_seg_0_10
"Inside the jail cell, the man at the back of the jail cell is walking away intentionally.",The man at the back of a jail cell is laying himself down on the floor.,Ev4,cap2,v_riDe28hGBuo_seg_95_105
"Inside the house, the boy in the striped shirt is cleaning the chair.","Outside on the grass, a boy in a striped shirt is playing a game with his dog, laughing.",Ev2,cap2,v_zDQHwzF1n4U_seg_65_75
"In the jungle, a boy in a t-shirt looks curiously ahead at a blonde girl.","In a jungle, a boy in a t-shirt is examining his body curiously.",Ev3,cap1,v_VtEOGd7tD9o_seg_0_10
A man with short hair is driving his car down the highway while talking on the phone.,"Outside next to building, the man with short hair is nodding, moving his head up and down.",Ev1,cap1,v_1YrG1iLwEWk_seg_5_15
"At ringside at the boxing match, the bloody fighter is shouting to the men fighting in the ring.","Inside the boxing ring, the bloody fighter is breathing deeply.",Ev4,cap2,v_lu2-RuTwlto_seg_120_130
"Outside a mansion, a woman hugs a man to comfort him.","Outside the mansion, the woman rings the doorbell.",Ev4,cap1,v_RDdc0-JD8Dk_seg_0_10
"On the wall, the man in a white shirt is glowing softly.","In a large cavernous space, a man in a white shirt looks downwards while leaning over the edge.",Ev2,cap2,v_B_DMSu-NVZ8_seg_105_115
