cap1,cap2,ev,gt,video_id
"In a hallway, the boy in a vest is grabbing the girl in red aggressively.","In a hallway, the boy in gray and black is grabbing the girl in red aggressively.",Ev3,cap2,v_6rl0rXHWtbQ_seg_10_20
"Outside, mom and kid are closing the door.",An officer is closing the door from outside.,Ev3,cap2,v_FmGg8C6mI78_seg_80_90
"In the restaurant, a man with a gun is speaking aggressively to the people.","In a restaurant, a man in a black plaid jacket is talking aggressively to the people.",Ev5,cap1,v_IZQFJ6hZNJc_seg_20_30
"On the sidewalk, the blonde woman is slowly entering the car.","On the sidewalk, the man in a suit is slowly entering the car.",Ev1,cap1,v_FZ65jfSwpAk_seg_90_100
"The golfers hit the man in the blue jacket in the head with his own hands, apparently trying to mess with him.","A man in a black shirt is hitting a man in a blue jacket in the head with his hands, trying to mess with him.",Ev1,cap2,v_6a0at61sWkE_seg_15_25
"At the train station, a man holding a bat is running forward a few feet to cause mayhem.","At the train station, a man in armor is running forward a few feet to cause mayhem.",Ev3,cap1,v_jf_-d13-UNw_seg_35_45
"At a concert, the guy with dark spiked hair is speaking casually to the girl with blue glasses.","At a concert, a girl with curly brown hair is speaking casually to a girl with blue glasses.",Ev1,cap2,v_TYJXBdLgPks_seg_25_35
"In the house, the masked man screams in a startled manner.","In the house, the blue jeans girl lets out a startled scream.",Ev3,cap2,v_A63kIf5CfgE_seg_70_80
"Outside some buildings, a man in a blue shirt is gesturing to the camera man to move back.","Outside some buildings, the guy in the red shirt is gesturing to the camera man to move back.",Ev2,cap1,v_XxWjAkr7ujk_seg_90_100
"In a house, a man sitting in a brown jacket is reaching forward with his arm to grab a glass.","In the house, the guy in pink sweater is reaching forward with his arm to grab the glass.",Ev1,cap1,v_I2yuo_5AkCs_seg_0_10
"Outside, two men are laughing together at something.","Outside, a man in a red shirt is laughing together at something.",Ev1,cap1,v_mdHpbI8Y7Oo_seg_165_175
"At a porch, a man with a white beard is watching seriously.","At a porch, a woman in a black sleeveless shirt is watching something seriously.",Ev5,cap1,v_SEn179T1Apk_seg_45_55
"In front of the teal building, the man in the orange suit is entering the police car, taking the driver's seat.","In front of a teal building, the man in a gray suit enters the police car, taking the driver's seat.",Ev1,cap2,v_JZtErr7VLKE_seg_85_95
"In the living room, a man in pajamas walks up the stairs, looking at a picture on the wall.","In the living room, the woman is walking up the stairs while looking at the picture on the wall.",Ev1,cap1,v_WsgkiKu7AO8_seg_5_15
"At the gas pump, the woman is holding the gas pump with one hand to pump gas in his car, presumably her husband's or son's, in the gas tank.","At the gas pump, a man in a grey shirt is holding the gas pump with one hand to pump gas into his car's tank.",Ev4,cap2,v_H46x8fD7WzE_seg_35_45
Red shirt guy is entering the apartment expectantly.,The men are entering the apartment expectantly.,Ev3,cap2,v_a_Txm9dQuhM_seg_30_40
"Inside a building, the blonde man is pouring the soup down from the pot into the bowl.","Inside a building, a woman is pouring soup down from a pot into a bowl.",Ev2,cap2,v_lBeh1jkanrE_seg_65_75
"Outside, a man in a blue shirt is speaking directly to the bald man.","Outside, a man in a black hat is speaking directly to a bald man.",Ev1,cap2,v_4w36z7XnwOM_seg_110_120
A man holding a heavy package is aggressively kicking a man wearing a yellow shirt forward in his side.,"A person wearing black shoes is kicking a man wearing a yellow shirt aggressively in the side, sending him forward.",Ev5,cap2,v_AMuVqFvM2Rs_seg_100_110
"On the sidewalk, the man in the blue coat is speaking to himself in a matter-of-fact tone.","On the sidewalk, the man in glasses is talking to himself in a matter-of-fact manner.",Ev5,cap1,v_lPe61El1_3E_seg_65_75
"In a snowy mountainous area, a black wolf bites a man with blond hair who is wearing a black cape.","In a snowy mountainous area, the woman in black clothes is biting the man with blond hair in a black cape.",Ev5,cap1,v_cP7WEGuVwig_seg_0_10
"In a diner, the waiter nods hurriedly.","In a diner, the black man nods hurriedly.",Ev2,cap1,v_12iewuXNhbE_seg_70_80
"Indoors, a man with a goatee is looking at a man with brown hair in front of her.","Indoors, a woman with dark hair is looking at a man with brown hair who is in front of her.",Ev1,cap2,v_8AZk-d0z3ws_seg_30_40
"Inside a plane, the man grabs the wall with both hands.","Inside a plane, the woman grabs the wall with both hands.",Ev3,cap1,v_UJ_zLBr1NxE_seg_85_95
"Outside of a trailer, the man wearing a blue cap is apologizing.","Outside of a trailer, a woman wearing pink eyeshadow is apologizing.",Ev5,cap2,v_KBfD-4BCMR0_seg_5_15
The man in the camo pants is entering the hotel room loudly.,The man in the purple shirt is entering the hotel room loudly.,Ev1,cap2,v_WzBS3IIb-vg_seg_15_25
"At the park, the kid in the yellow hat is lifting the kid in the white shirt up to throw him into a trash can.","At a park, a kid in a blue shirt is lifting a kid in a white shirt up in order to throw him into a trash can.",Ev3,cap2,v_R9goLghpPBg_seg_75_85
A girl in black suit is grabbing a device from the top of the pile while still holding the plastic bag.,"While still holding the plastic bag, a boy with a striped vest is grabbing a device from the top of the pile.",Ev3,cap2,v_5lqvuMwYODI_seg_80_90
"At the campsite, the girl in a hat turns her head behind her to look at the people running around.","At the campsite, the man in black is turning his head behind her to look at people running around.",Ev4,cap1,v_2MxnokvI6c0_seg_15_25
"In a hotel room, a kid in a gray shirt is watching the tv with a bored expression.","In a hotel room, the man in the orange jacket is watching the tv with a bored expression.",Ev3,cap1,v_WzBS3IIb-vg_seg_45_55
"In a restaurant, the dog angrily grabs the girl in sunglasses.","In a restaurant, black shirt guy is angrily grabbing the girl in sunglasses.",Ev3,cap2,v__bUaFRyP80A_seg_10_20
"Inside the airplane, a blonde man is speaking to a blonde woman in a panic.","Inside the airplane, the man wearing a helmet is speaking to the blonde woman in a panic.",Ev3,cap1,v_dDQ0rUdj0KM_seg_10_20
"At the park, the kid in the white shirt looks on in anger and frustration as the other kids walk away.","At a park, a kid in a blue shirt looks on in anger and frustration as the other kids walk away.",Ev5,cap1,v_R9goLghpPBg_seg_75_85
"In a store, the man in a tan apron is tapping the buttons on the cash register with his hand.","In a store, a man in a blue vest taps the buttons on the cash register with his hand.",Ev5,cap2,v_cnM9pdjp5o4_seg_55_65
"On a highway, a man in a green coat points up at a man in a tan coat.","On a highway, the woman in a pink shirt is pointing up at the man in a tan coat.",Ev3,cap1,v_xkNNB9f_3Mc_seg_35_45
"On a city street, a woman in a yellow shirt is cheering enthusiastically for a man in a black coat, jumping up and down.","On a city street, the man in a colorful shirt is cheering for the man in a black coat while jumping up and down.",Ev3,cap1,v_pcqaeLRop58_seg_80_90
"In a restaurant, the man in a plaid shirt is dressing himself in his coat after standing up.","In a restaurant, the woman in a red dress is putting on her coat after standing up.",Ev5,cap2,v_jlcZPO2FhGE_seg_80_90
"Within the office room, the man in the skull cap is roughly grabbing the man in the black coat.","Within the office room, a group of three people roughly grabs the man in the black coat/vest.",Ev2,cap1,v_ByNjiy8-j8g_seg_45_55
"At a park, the kid in the yellow hat is fighting the kid in the white shirt.","At a park, a kid in a blue shirt is fighting a kid in a white shirt.",Ev2,cap2,v_R9goLghpPBg_seg_75_85
"Sitting at a table, the chef with short dark hair is eating sushi.","Sitting at a table, the chef with a shaved head is eating sushi.",Ev5,cap2,v_XYwGKDK87DI_seg_20_30
"In the audience, the dancers are clapping their hands.",The crowd in the audience is clapping their hands.,Ev4,cap2,v_pIvTIG3tWok_seg_65_75
"In a lab, the man in black turns his body around to see who is coming.","In a lab, the woman in a white lab coat is turning her body around to see who is coming.",Ev4,cap1,v_ib-1a-0LHh0_seg_20_30
"In the car, the woman with the long hair is talking emphatically to someone.","In the car, the man in the driver's seat is speaking emphatically to someone.",Ev3,cap2,v_xWpMF_EFqyc_seg_110_120
"On the sea shore, a little boy looks carefully forward, watching for someone coming from a distance.","On the sea shore, the boy in black is looking carefully forward, watching for someone coming from a distance.",Ev3,cap1,v_YlF1gLpUZp8_seg_5_15
"In a house, the blonde is kissing the brunette.","In the house, the man in the shirt is kissing the brunette.",Ev1,cap1,v_G3qOB7PGBXE_seg_20_30
"After coming in, the woman closes the door behind her.",A man is closing the door behind him after coming in.,Ev3,cap1,v_y2wupV34DRk_seg_0_10
"In an office, a man is arguing with someone.",A woman is arguing with someone in an office.,Ev4,cap2,v_j6IS8ftaiKg_seg_115_125
"In an office building, the woman with blonde hair quickly enters an office.","In an office building, the woman with brown hair quickly enters an office.",Ev1,cap1,v_V3EpNkdgmyo_seg_0_10
"At the gateway, the blonde man is gesturing at the airplane.","At the gateway, the men in black gesture towards the airplane.",Ev4,cap2,v_dDQ0rUdj0KM_seg_10_20
"Outside on the grass, a man in a blue shirt is playing with his dog, laughing, as they play a game.","Outside on the grass, a boy in a striped shirt is playing a game with his dog, laughing.",Ev2,cap2,v_zDQHwzF1n4U_seg_65_75
"A woman in a black shirt grabs the plates on the prep counter, turning and looking upset.","On the prep counter, the man in a brown jacket is grabbing the plates, looking upset as he turns.",Ev1,cap1,v_09iu9EiAtKA_seg_15_25
"By the sidewalk near the car, the man in suit is replying.","By the car on the sidewalk, the blonde woman replies.",Ev5,cap2,v_FZ65jfSwpAk_seg_90_100
"In an office, the woman with dark hair is climbing up onto the desk.","In an office, a man in a black jacket is climbing up the desk.",Ev4,cap1,v_j6IS8ftaiKg_seg_55_65
"Inside a house, a man in black robe is running away from the man through the room.","Inside a house, the woman in a red dress is running away from the man through the room.",Ev4,cap2,v_9BHXzftnFGA_seg_0_10
"Outside a house, the girl in a short sleeve shirt is shouting to the woman with long hair.","Outside a house, a man with red hair is shouting to a woman with long hair.",Ev2,cap2,v_hw8D5KSx5p4_seg_45_55
"In a snowy field, the wolf slams the man in black down to the ground.","In a snowy field, the blonde woman slams the man in black down to the ground.",Ev4,cap2,v_3qp3AeWmt38_seg_145_155
"Away from the victim, the woman with long hair is pulling the girl in a short sleeve shirt by her arm.",A man with red hair is pulling the girl in a short sleeve shirt away from the victim by her arm.,Ev4,cap2,v_hw8D5KSx5p4_seg_45_55
"At a table, the person in white is listening to something in an interesting way.","At a table, the lady in blue is listening interestingly to something.",Ev3,cap2,v_bZq6Gv7rP0w_seg_65_75
"In a field with boulders, the man in a white shirt is pushing the child away from himself forcefully.","In a field with boulders, a man in a brown hat is forcefully pushing the child away from himself.",Ev2,cap2,v_yQ62WM_w2iM_seg_90_100
"In a room, a hand covers a peep hole.","In a room, the man in a brown leather jacket is covering the peep hole.",Ev5,cap1,v_WzBS3IIb-vg_seg_30_40
"From the table, the dog is grabbing the broken glass while smiling.","With a smile, the blond woman grabs the broken glass from the table.",Ev4,cap2,v_JcAdeY9KlpE_seg_70_80
The woman in green dress is leaving the adjoining room.,The man in a t-shirt is leaving the adjoining room.,Ev1,cap1,v_0mmSi-63Y9U_seg_95_105
"In the backyard of a house, a man with brown hair is speaking to a man in a gray suit, squeezing a ball as he talks.","In the backyard of a house, a woman with black hair is speaking to a man in a gray suit while squeezing a ball.",Ev5,cap1,v_JcAdeY9KlpE_seg_100_110
"Near a window, the boy wearing a plaid shirt is talking to the person standing behind him while pointing a finger.","Near a window, the man wearing a black vest talks to the person standing behind him, pointing a finger as he speaks.",Ev1,cap2,v_74256F5BtiI_seg_110_120
"On the road, a man is driving a car rapidly down the road with a crazy person on the roof.","On the road, a person (not people on bus) is driving a car down the road rapidly with a crazy person on the roof.",Ev1,cap1,v_eWuiIzqZryQ_seg_120_130
"On a road, the man with the white mohawk is driving a car forward in anger.","On a road, the woman is driving her black car forward angrily.",Ev2,cap1,v_UYzF0CAcN3I_seg_80_90
"As he leans in to hug her, the man with blonde hair kisses the woman with blonde hair on the cheek.",The man in a white suit kisses the woman with blonde hair on the cheek as he leans in to hug her.,Ev2,cap1,v__3GmO3aiBKY_seg_75_85
"In a control room, the man driving the plane is watching the flying route of his plane in a puzzled manner.","In a control room, a woman with a pony tail watches the flying route of the plane with a puzzled expression.",Ev2,cap2,v_wHfXZ9jcX3A_seg_130_140
"In a yard, a man in a green t-shirt is shaking a hose to spray water.","In the yard, the man without a shirt is shaking the hose to spray water.",Ev1,cap1,v_NEc_n0W4ans_seg_115_125
"In the street, a woman with dark brown hair is talking to someone.","In the street, the man in a white shirt is talking to someone.",Ev1,cap1,v_Auq9e3lBq6I_seg_65_75
"Outside a guarded home, a man in a white shirt casually throws a gun at a man in a black jacket and pants.","Outside a guarded home, a man in a blue shirt is throwing the gun casually to the man in a black jacket and pants.",Ev3,cap1,v_i3yO0OagpNY_seg_70_80
"In the office, desk guy is walking to the right, looking worried.","In the office, the secretary is walking to the right, looking worried.",Ev1,cap2,v_gK06H6EpKP4_seg_80_90
"In the kitchen, a man in a red hat is licking his fingers.","In the kitchen, the leprechaun is licking his own fingers.",Ev5,cap1,v_PyHK6QRniQ0_seg_70_80
"On the basketball court, a kid with curly hair is playing basketball with a ball and having fun.","On the basketball court, a man with black hair is playing basketball with a basketball and having fun.",Ev1,cap1,v_UZb2NOHPA2A_seg_0_10
The man stops the elevator doors from closing.,A woman stops the elevator doors from closing.,Ev4,cap1,v_A3xuABrdKis_seg_35_45
"Outside in the street, the woman in the window is talking angrily to the man in the white shirt.","Outside in the street, a man in a black shirt is talking angrily to a man in a white shirt.",Ev2,cap2,v_cZcI8QATy2k_seg_85_95
"In the living room, a woman in white speaks to a woman in pink with an unamused tone.","In the living room, a man with black hair speaks to the woman in pink in an unamused manner.",Ev3,cap1,v_Lsm-snDPXnk_seg_70_80
"In a temple, a priest is walking purposefully towards a woman.","In the temple, the gold guys are walking purposefully towards the woman.",Ev4,cap1,v_u3XXKF0oDtU_seg_80_90
"In the house, the man is walking towards the table to put down his things.","In a house, the woman walks towards the table to put down her things.",Ev5,cap2,v_y2wupV34DRk_seg_0_10
"Inside a house, the man with no beard looks ashamedly at his hands.","Inside a house, the woman with blonde hair is looking at her hands ashamed.",Ev2,cap1,v_Lsm-snDPXnk_seg_40_50
"On a stage, the man in grey is playing his drums while bobbing his head.","On stage, the bearded man is playing his drums, bobbing his head as he performs.",Ev5,cap2,v_TYJXBdLgPks_seg_220_230
"In the office, the man in a blue shirt reaches downward with his left hand to the box of shredded paper to see what happened to the paper.","In the office, the man in the green sweater is reaching down with his left hand to the box of shredded paper to see what happened to the paper.",Ev5,cap1,v_LTqaoTSCTc0_seg_115_125
"Outside, a man in a red and blue suit is jumping backwards.","Outside, a man in a grey shirt is jumping backwards.",Ev4,cap1,v_dR3cjXncoSk_seg_90_100
"In the living room, a man in plaid pants walks in confidently.","In a living room, a man in glasses walks in confidently.",Ev3,cap2,v_AFk0BnxndMA_seg_30_40
"In a restaurant, the man in a suit is focusing on serving his clients.","In a restaurant, the woman with blonde hair is focusing on serving her clients.",Ev4,cap1,v_Gae_um_eNZU_seg_20_30
"Inside a house, a woman smiles shyly at a man wearing a white shirt.","Inside a house, the man wearing glasses is smiling shyly at the man wearing a white shirt.",Ev3,cap1,v_EkE_bNKYqCM_seg_0_10
"At a table, the woman is talking to the guy in the green shirt, asking him what's wrong.","At a table, the guy in a brown shirt is talking to the guy in a green shirt, asking what's wrong.",Ev3,cap2,v_3nRy9hw7tr0_seg_5_15
"Outside, a man with blonde hair is walking forward, looking surprised.","Outside, a man with black hair walks forward, looking surprised.",Ev4,cap2,v_MpGCnuiCSuU_seg_70_80
"In a restaurant, a man in a brown suit hits a woman with his hand.","In a restaurant, the man in a white suit is striking her with his hand.",Ev5,cap1,v_y_eZw262fhM_seg_20_30
"In a lab, the woman in a white lab coat is turning the body around to take a look.","In a lab, the man in black is turning his body around to take a look.",Ev5,cap2,v_ib-1a-0LHh0_seg_20_30
"In the middle of the road, the man with a spike helmet is veering to the left.","In the middle of the road, the car's driver veers to the left.",Ev4,cap2,v_eWuiIzqZryQ_seg_20_30
"A man in a leather vest is hitting the creature with blond hair in the neck with a sword, apparently to make it burn up.","A person in a cape is striking a creature with blond hair in the neck with a sword, causing them to burn up.",Ev2,cap2,v_FX4J_vERu9I_seg_110_120
"On the beach, a man is staring upset at a boy down the beach.","On the beach, a boy in a dark shirt is staring upset at another boy down the beach.",Ev4,cap1,v_YlF1gLpUZp8_seg_65_75
"In the cave, the man in the gray jacket is looking up at the cave, trying to catch his breath.","In the cave, the man in blue looks up, trying to catch his breath.",Ev5,cap2,v_TMe71Lvy1lA_seg_20_30
"In the kitchen, the creature in green suit is turning towards the fridge to grab something.","In the kitchen, a man in a red hat turns himself towards the fridge to grab something.",Ev1,cap2,v_PyHK6QRniQ0_seg_45_55
"In the building, a man with dark hair breaks a window.","In the building, a bald man is breaking the window.",Ev4,cap1,v_MD9AvOexMWY_seg_50_60
"In a phone booth, the woman with curls is closing the door casually.","In a phone booth, the man with a cigarette is closing the door casually.",Ev2,cap2,v_JiI91igl180_seg_115_125
"In the rain, the man in black is covering his head slowly.","In the rain, the lady in purple is slowly covering her head.",Ev2,cap2,v_aBpwrORhKWU_seg_45_55
The secretary is arguing in an office.,"In an office, desk guy is arguing with someone.",Ev5,cap1,v_gK06H6EpKP4_seg_80_90
"Outside, a man in a blue jacket is looking confusedly at a female with blonde hair.","Outside, a man in a black coat looks confusedly at a blonde-haired female.",Ev1,cap2,v_3FgbU0ZZzQY_seg_40_50
"Outside on the street, the old woman is lifting the dog up from the ground into the air with both hands.","Outside on the street, a man in a blue shirt is lifting a dog up from the ground into the air with both hands.",Ev2,cap2,v_TwgvEloIXVc_seg_30_40
"On the highway, the woman exits the car.","On the highway, the man is exiting the car.",Ev4,cap2,v_YXt8RmeU_AA_seg_55_65
"In a hallway, the housekeeper is wiping her face down with her hand.","In a hallway, a shirtless man is wiping his face down with his hand.",Ev4,cap2,v_--ifbq2xY6I_seg_150_160
"In a forest, a man in a white shirt is climbing up a small hill.","In a forest, a red bug is climbing up a small hill.",Ev1,cap1,v_Ht6uQH8qIf0_seg_50_60
"Leaning forward, the woman sets the cake plate on the coffee table.","Leaning forward, a man wearing glasses sets a cake plate on the coffee table.",Ev5,cap2,v_MPqg9uMHTDQ_seg_5_15
A man in an army outfit is riding a helicopter through the air with a focused expression.,"A man in a tan outfit is riding in a helicopter, flying through the air with a focused expression.",Ev5,cap1,v_6M6cpjP7GIo_seg_100_110
"On the floor, a man with blonde hair is crying out in pain.","On the floor, the woman is crying in pain.",Ev2,cap1,v_MpGCnuiCSuU_seg_70_80
A man in a black jacket is walking forward casually in the snow.,"In the snow, a man in a grey jacket is walking forward casually.",Ev5,cap1,v_9Dd423YO56c_seg_70_80
"Outside, a man in a blue shirt is sawing a table in half.","Outside, a man in a red shirt is sawing a table in half.",Ev2,cap1,v_mdHpbI8Y7Oo_seg_165_175
"Outside the home, the woman is opening her car door steadily.","Outside the home, the man steadily opens the car door.",Ev5,cap2,v_7wYMAJSnpVo_seg_15_25
"On the floor in a bedroom, a girl in a patterned dress is playing make-believe casually with her figures.","In a bedroom, a boy in a blue shirt is casually playing make believe with figures on the floor.",Ev1,cap2,v_N0gOaE92ogg_seg_95_105
"At the ranch, someone or something is brushing the horse's face across.","At the ranch, the man in a beige vest is brushing his face across.",Ev1,cap2,v_pwqOYWnLxBo_seg_75_85
"Inside a jail cell, the flaming skull person is walking away intentionally.","Inside the jail cell, the man at the back of the jail cell is walking away intentionally.",Ev3,cap1,v_riDe28hGBuo_seg_95_105
"In a kitchen, a woman in a blue shirt walks past the refrigerator with an angry stride.","In a kitchen, the man in a white shirt walks past the refrigerator angrily.",Ev2,cap1,v_V9K9m155U2E_seg_95_105
"In the woods, a man in a white hat is shooting bullets at the men in tan hats in front of them.","In the woods, men in red hats are shooting bullets at men in tan hats who are in front of them.",Ev4,cap2,v_3bo6h-7ryfE_seg_50_60
"In a classroom, a guy in green is dancing enthusiastically with his partners, a guy in blue and a girl in green.","In a classroom, the girl in red is dancing enthusiastically with the guy in blue and the girl in green.",Ev4,cap1,v_SfN8z2mHAmw_seg_55_65
"A man in a blue shirt is hanging her from a cable attached to the mountain, where she is dangling in the air.","A woman with brown hair is dangling in the air, hanging from a cable attached to the mountain.",Ev1,cap2,v_Q0gx_D--iDw_seg_45_55
"Inside a pyramid, a man with brown hair runs towards a woman in a black dress, next to him, in an attempt to grab her.","Inside a pyramid, the man in a red hat is running towards the woman in a black dress, next to him, in order to grab her.",Ev2,cap1,v_ARUzoPWS4Uk_seg_40_50
"Outside the bathroom, a man in grey walks out of the room casually.","Outside the bathroom, the lady with dark hair walks casually out of the room.",Ev5,cap2,v_0mmSi-63Y9U_seg_50_60
"In a room, a girl in white is entering the doorway curiously.","In a room, the man in blue is entering the doorway curiously.",Ev4,cap2,v_WsgkiKu7AO8_seg_15_25
"Hanging in the air, a group of people is observing the woman with brown hair.","Suspended in the air, a man in a blue shirt is observing a woman with brown hair.",Ev5,cap2,v_Q0gx_D--iDw_seg_45_55
"On the sidewalk, a girl in a light blue shirt is walking forward while holding her dog's leash.","On the sidewalk, a man in a green hooded jacket walks forward while holding a dog leash.",Ev1,cap2,v_zDQHwzF1n4U_seg_125_135
"In a subway station, a man in a hoodie smiles politely at a woman.","In a subway station, the man in a black suit is smiling politely at the woman.",Ev5,cap1,v_KoDrm4b6SH8_seg_125_135
"In a house, the blue jeans girl is screaming in a scared manner.","In the house, the masked man is screaming in a scared manner.",Ev1,cap1,v_A63kIf5CfgE_seg_70_80
"In the house, the man with a beard is staring down at his laptop while avoiding the gaze of others.","In a house, a woman with sterling blue eyes stares down at her laptop, avoiding the gaze of others.",Ev2,cap2,v_tbWLF2J10xY_seg_95_105
"Inside a car, a man in a green flannel shirt is smoking a cigarette.","Inside the car, the man in a red flannel shirt is smoking a cigarette.",Ev1,cap1,v_05-e-YTw4r8_seg_110_120
"In the barn, the woman with a knife recoils.","In a barn, the man with a covered head recoils.",Ev2,cap2,v_zEIqJ4321TE_seg_115_125
"In the living room, the woman in a black jacket is removing her sunglasses from her eyes.","In the living room, the woman in a blue shirt is removing her sunglasses from her eyes.",Ev3,cap1,v_1shru4620TE_seg_130_140
"On stage, the comedian hugs a man with an ear pierced, putting his arms around him.","On stage, a man in the audience is hugging the man with an ear pierced, putting his arms around him.",Ev3,cap1,v_3tXDymBcnJY_seg_115_125
"The woman is kicking the man in a brown suit forcefully in the stomach, pushing him away from her.","The man in a white suit is kicking the man in a brown suit forcefully in the stomach, away from him.",Ev1,cap2,v_y_eZw262fhM_seg_20_30
"Outdoors, a man in a blue shirt walks along a brick wall.","Outdoors, a man in a dark colored jacket walks forward along a brick wall.",Ev2,cap1,v_i3yO0OagpNY_seg_15_25
"In a snowy field, the blonde man in black looks forward with a scream at the fighting people in black.","In a snowy field, the wolf looks forward with a scream at the fighting people in black.",Ev3,cap1,v_3qp3AeWmt38_seg_145_155
"In a complex, the man in a white shirt is watching off-screen awkwardly.","In a complex, the man in the yellow shirt is watching off scene with an awkward expression.",Ev2,cap2,v_5otacrrli04_seg_120_130
